"Date","PXF.Open","PXF.High","PXF.Low","PXF.Close","PXF.Volume","PXF.Adjusted"
2009-03-24,29.465,32.192,29.173,23.5,74600,18.527403
2009-03-25,29.617,30.771,29.148,23.540001,24100,18.558935
2009-03-26,30.289,30.822,30.01,24.25,31800,19.118698
2009-03-27,30.086,30.086,29.756,23.6,11900,18.606241
2009-03-30,28.551,28.59,27.588,22.129999,19100,17.447294
2009-03-31,28.488,29.427,28.488,22.76,37900,17.943985
2009-04-01,28.957,30.023,28.881,23.67,41200,18.66143
2009-04-02,31.494,32.281,29.452,25.120001,30100,19.804607
2009-04-03,31.469,32.268,31.469,25.190001,23700,19.859797
2009-04-06,32.382,32.382,31.329,24.74,11500,19.505016
2009-04-07,30.949,31.152,30.746,24.450001,13200,19.276382
2009-04-08,31.012,31.443,30.873,24.639999,9300,19.426176
2009-04-09,32.407,32.623,32.179,25.719999,22700,20.277653
2009-04-13,31.418,33.029,31.418,26.01,2100,20.506287
2009-04-14,33.156,33.422,32.953,26.139999,12800,20.608774
2009-04-15,34.678,34.678,32.763,26.15,9800,20.616657
2009-04-16,34.932,34.932,33.384,26.530001,14300,20.916256
2009-04-17,34.247,34.247,33.587,26.77,6200,21.105471
2009-04-20,32.293,32.369,31.913,25.16,26400,19.836142
2009-04-21,31.963,32.902,31.71,25.92,25700,20.435324
2009-04-22,32.268,33.448,32.268,25.709999,8100,20.269756
2009-04-23,33.245,33.447,32.902,26.370001,5500,20.790108
2009-04-24,34.247,34.5,34.094,27.059999,5500,21.334103
2009-04-27,33.739,34.259,33.321,26.58,21000,20.955673
2009-04-28,33.181,33.714,33.105,26.549999,22700,20.932018
2009-04-29,34.297,34.995,34.145,27.23,46500,21.46813
2009-04-30,35.249,36.314,34.107,27.709999,26400,21.84656
2009-05-01,35.261,35.616,35.02,27.700001,6000,21.83868
2009-05-04,36.238,36.58,35.807,28.51,12000,22.477285
2009-05-05,37.62,37.633,36.72,29.379999,17300,23.163193
2009-05-06,37.861,38.47,37.291,30.200001,7900,23.809683
2009-05-07,38.305,38.648,37.037,29.209999,11500,23.029163
2009-05-08,38.09,39.51,38.09,30.790001,7900,24.274839
2009-05-11,37.113,38.8,37.113,30.200001,7600,23.809683
2009-05-12,39.447,39.447,37.785,30.219999,63100,23.825441
2009-05-13,38.902,38.902,36.022,28.639999,33300,22.579779
2009-05-14,35.959,39.574,34.957,29.290001,8200,23.092241
2009-05-15,37.202,37.202,36.339,28.709999,4800,22.634966
2009-05-18,37.05,38.229,37.05,30.139999,2800,23.762379
2009-05-19,38.737,39.155,38.711,30.75,10800,24.243299
2009-05-20,39.371,39.764,39.32,31.219999,4100,24.613846
2009-05-21,40.107,40.107,38.305,30.42,10200,23.98313
2009-05-22,39.333,39.434,39.307,30.99,3600,24.432514
2009-05-26,38.407,39.701,38.382,31.290001,9500,24.669037
2009-05-27,39.777,39.954,38.952,31.09,13600,24.511356
2009-05-28,39.878,39.878,38.749,30.950001,51400,24.400978
2009-05-29,40.157,40.157,39.65,31.450001,9900,24.795189
2009-06-01,41.134,41.692,41.045,32.810001,2400,25.867399
2009-06-02,41.464,42.149,41.464,32.990002,6400,26.009314
2009-06-03,41.007,41.007,39.739,32.049999,9300,25.268219
2009-06-04,40.677,40.918,40.195,32,11200,25.228802
2009-06-05,40.589,40.817,40.284,32,4100,25.228802
2009-06-08,40.043,40.183,39.422,31.68,15100,24.976513
2009-06-09,40.563,41.362,40.322,32.189999,8100,25.378592
2009-06-10,41.679,41.679,40.665,32.09,6000,25.299755
2009-06-11,41.844,42.212,41.629,33.07,8500,26.072388
2009-06-12,42.643,42.643,41.337,32.869999,1700,25.914707
2009-06-15,40.474,40.474,39.244,31.299999,13900,24.676922
2009-06-16,39.84,40.195,39.371,31.07,8200,24.49559
2009-06-17,38.8,38.889,38.052,30.450001,23100,24.006781
2009-06-18,39.092,39.548,39.092,31.07,5900,24.49559
2009-06-19,39.323,39.816,39.183,31.299999,19500,24.755001
2009-06-22,40.069,40.069,37.413,30.059999,22000,23.77429
2009-06-23,39.639,39.639,36.579,30.200001,4100,23.885017
2009-06-24,38.994,39.474,38.69,30.67,2900,24.256739
2009-06-25,38.046,39.095,38.046,30.92,17800,24.454464
2009-06-26,38.829,39.462,38.754,31.059999,8500,24.565186
2009-06-29,39.727,39.803,39.196,31.08,18800,24.580999
2009-06-30,39.816,39.816,38.513,30.889999,25400,24.430731
2009-07-01,40.17,40.359,39.55,31.6,83400,24.992275
2009-07-02,38.64,38.741,38.564,30.559999,6900,24.169744
2009-07-06,36.895,38.235,36.895,30.24,4400,23.916655
2009-07-07,37.957,37.957,37.072,29.32,2900,23.189028
2009-07-08,37.413,37.413,36.086,29.07,10800,22.991302
2009-07-09,37.274,37.477,36.971,29.530001,35400,23.35512
2009-07-10,36.212,36.756,36.212,28.879999,6700,22.841038
2009-07-13,37.047,37.477,35.314,29.59,32800,23.402576
2009-07-14,38.071,38.665,37.173,29.4,8000,23.252306
2009-07-15,38.298,39.74,38.298,31.34,18400,24.786636
2009-07-16,39.74,40.246,39.5,31.82,6400,25.166267
2009-07-17,39.538,40.106,39.538,31.690001,2400,25.063448
2009-07-20,40.802,41.206,40.802,32.299999,11200,25.545897
2009-07-21,41.27,41.27,40.435,32.5,10100,25.704073
2009-07-22,41.118,41.548,41.029,32.630001,6200,25.806889
2009-07-23,41.434,43.293,41.409,33.509998,34600,26.502876
2009-07-24,41.775,42.61,41.775,33.32,18200,26.352608
2009-07-27,42.471,42.585,41.725,33.66,58300,26.621517
2009-07-28,41.649,42.092,41.371,32.990002,23800,26.091612
2009-07-29,41.674,42.231,41.105,32.950001,39800,26.05998
2009-07-30,42.585,43.546,42.585,34.349998,44100,27.167225
2009-07-31,43.9,43.95,43.23,34.639999,13700,27.396595
2009-08-03,44.861,45.594,44.57,36.060001,10500,28.519661
2009-08-04,45.366,45.366,42.8,35.299999,12300,27.918579
2009-08-05,45.556,45.556,44.355,35.689999,12200,28.227026
2009-08-06,45.379,45.379,44.532,35.66,7800,28.203302
2009-08-07,45.177,45.316,44.772,35.41,14100,28.005573
2009-08-10,44.608,44.962,44.57,35.25,5300,27.879034
2009-08-11,44.089,44.494,43.659,34.650002,10900,27.404507
2009-08-12,44.671,45.29,44.595,35.580002,5300,28.140034
2009-08-13,45.417,46.049,45.392,36.299999,7000,28.709471
2009-08-14,45.897,45.91,44.936,35.950001,9800,28.432669
2009-08-17,44.19,44.19,42.117,34.450001,12800,27.246321
2009-08-18,44.532,44.722,44.203,35.349998,14900,27.958124
2009-08-19,44.304,45.202,42.989,35.580002,13200,28.140034
2009-08-20,44.987,45.657,44.987,36.09,7500,28.543386
2009-08-21,46.251,46.643,46.074,36.889999,22400,29.176109
2009-08-24,46.947,47.592,46.732,36.98,8100,29.247286
2009-08-25,47.313,47.579,46.896,37.09,17600,29.334286
2009-08-26,46.719,47.301,46.517,37.299999,8700,29.500362
2009-08-27,47.238,47.693,46.403,37.720001,18200,29.832542
2009-08-28,48.148,48.338,47.693,37.790001,18300,29.887909
2009-08-31,47.276,47.781,46.77,37.299999,6300,29.500362
2009-09-01,45.645,47.162,45.543,36.139999,37200,28.582928
2009-09-02,45.354,45.733,45.088,36,29800,28.472206
2009-09-03,45.746,46.277,45.746,36.459999,20900,28.836006
2009-09-04,46.466,47.364,46.087,37.330002,8900,29.524096
2009-09-08,48.995,48.995,47.958,38.220001,2800,30.227991
2009-09-09,48.641,49.071,47.655,38.630001,26300,30.552259
2009-09-10,48.097,49.526,48.097,39.060001,10900,30.892349
2009-09-11,50.323,50.323,47.693,38.799999,73600,30.686712
2009-09-14,48.451,50.373,48.451,39,11400,30.844893
2009-09-15,48.932,50.07,48.881,39.439999,28500,31.192881
2009-09-16,51.031,51.031,49.817,40.169998,14500,31.770243
2009-09-17,50.272,50.98,50.272,40.220001,22400,31.809784
2009-09-18,51.039,51.039,50.345,40.009998,21900,31.68544
2009-09-21,49.423,50.143,49.133,39.240002,18700,31.075657
2009-09-22,50.421,50.774,50.155,39.950001,31000,31.637924
2009-09-23,51.077,51.077,49.827,39.459999,47300,31.249874
2009-09-24,48.943,50.976,48.501,38.990002,8700,30.877665
2009-09-25,48.514,49.486,48.501,38.790001,9600,30.719286
2009-09-28,48.981,50.092,48.981,39.259998,4100,31.091488
2009-09-29,49.991,49.991,49.322,39.259998,11100,31.091488
2009-09-30,50.13,50.698,49.032,39.169998,132300,31.02022
2009-10-01,49.36,49.549,48.009,38.330002,61000,30.354992
2009-10-02,46.733,47.516,46.683,37.32,32200,29.55513
2009-10-05,47.845,48.261,47.491,37.93,27500,30.038219
2009-10-06,48.943,49.739,48.88,39.119999,22800,30.980627
2009-10-07,50.155,50.155,48.943,38.900002,19400,30.806395
2009-10-08,49.802,50.534,49.802,39.950001,20600,31.637924
2009-10-09,50.307,51.292,50.017,39.860001,20300,31.566654
2009-10-12,50.938,51.153,50.585,40.259998,12500,31.883427
2009-10-13,51.153,51.153,50.092,40.040001,26200,31.709209
2009-10-14,52.34,52.34,51.254,41.080002,22600,32.532818
2009-10-15,51.57,51.847,51.203,40.880001,10000,32.374435
2009-10-16,50.724,51.077,50.686,40.450001,3900,32.033901
2009-10-19,51.342,52.289,51.33,41.119999,13100,32.564499
2009-10-20,52.643,52.643,51.052,40.779999,25200,32.295227
2009-10-21,51.986,52.05,51.57,40.959999,4500,32.437782
2009-10-22,50.749,51.86,50.749,40.73,23200,32.255646
2009-10-23,51.456,51.759,50.471,40.529999,137700,32.097248
2009-10-26,51.317,51.317,49.436,39.459999,35400,31.249874
2009-10-27,49.347,49.347,48.514,38.82,16200,30.743048
2009-10-28,48.009,50.926,46.733,37.130001,17200,29.404661
2009-10-29,48.88,49.006,48.337,38.57,12700,30.545048
2009-10-30,48.388,48.729,46.696,36.98,79600,29.285879
2009-11-02,46.973,47.933,46.683,37.540001,21900,29.729357
2009-11-03,46.38,47.087,46.001,36.919998,73400,29.238358
2009-11-04,47.744,48.514,47.693,37.959999,20500,30.06197
2009-11-05,48.867,48.867,48.324,38.27,14200,30.307482
2009-11-06,48.741,49.019,48.501,38.560001,8400,30.537134
2009-11-09,50.294,50.294,49.398,39.700001,31300,31.439941
2009-11-10,49.827,50.105,49.347,39.380001,14300,31.186523
2009-11-11,50.509,50.509,49.385,39.610001,4500,31.368679
2009-11-12,49.575,49.916,49.41,39.130001,2900,30.988548
2009-11-13,49.537,50.408,49.145,39.669998,43900,31.416187
2009-11-16,50.395,51.077,50.395,40.18,54300,31.82007
2009-11-17,50.294,50.446,49.777,39.950001,7100,31.637924
2009-11-18,50.345,50.471,49.953,39.82,15200,31.534985
2009-11-19,49.549,49.549,48.817,39.110001,13600,30.9727
2009-11-20,48.918,48.943,47.895,38.759998,13600,30.695522
2009-11-23,50.017,50.143,49.575,39.650002,44500,31.400352
2009-11-24,49.423,49.549,49.196,39.130001,15800,30.988548
2009-11-25,49.852,50.357,49.713,39.779999,15000,31.503294
2009-11-27,48.968,48.968,47.504,38.220001,4900,30.267876
2009-11-30,48.425,48.729,47.92,38,12500,30.093649
2009-12-01,49.044,50.13,49.044,39.540001,46700,31.313234
2009-12-02,49.777,50.004,49.461,39.52,26300,31.297401
2009-12-03,50.774,52.151,49.612,39.299999,12000,31.123165
2009-12-04,50.597,51.393,49.208,39.259998,22600,31.091488
2009-12-07,49.726,49.726,48.918,39,8800,30.885586
2009-12-08,48.552,48.552,47.832,38.220001,31000,30.267876
2009-12-09,48.312,48.312,47.403,38.029999,23500,30.117407
2009-12-10,48.122,48.375,48.072,38.07,12800,30.149078
2009-12-11,48.779,48.779,47.895,38.080002,11100,30.157007
2009-12-14,48.968,48.968,48.463,38.549999,6500,30.529213
2009-12-15,48.552,48.552,47.92,38.009998,117900,30.101574
2009-12-16,48.413,49.297,48.413,38.439999,16200,30.442101
2009-12-17,48.021,48.135,47.403,37.740002,15500,29.887749
2009-12-18,46.45,46.835,45.556,36.84,7400,29.662296
2009-12-21,46.413,46.413,46.028,37.150002,62000,29.911911
2009-12-22,46.326,46.475,46.164,37.200001,18600,29.952173
2009-12-23,46.885,47.046,46.376,37.869999,28500,30.491613
2009-12-24,47.568,48.226,46.711,37.740002,50200,30.386953
2009-12-28,47.642,47.642,47.083,38.080002,6200,30.660723
2009-12-29,48.015,48.015,47.195,38.080002,4900,30.660723
2009-12-30,47.319,47.319,46.612,38,33000,30.5963
2009-12-31,49.058,49.058,46.661,37.860001,18100,30.483566
2010-01-04,48.723,48.723,48.04,38.98,23300,31.385353
2010-01-05,48.773,48.984,48.263,38.93,7900,31.345097
2010-01-06,49.009,49.009,48.35,39.380001,20000,31.707409
2010-01-07,48.835,48.872,48.375,39.349998,9500,31.683264
2010-01-08,49.555,49.555,48.872,39.529999,18500,31.828192
2010-01-11,49.915,50.188,49.456,39.849998,14200,32.085846
2010-01-12,49.381,49.381,48.537,39.209999,16100,31.570549
2010-01-13,49.369,49.468,48.71,39.759998,27300,32.013382
2010-01-14,49.505,49.779,49.381,39.880001,12300,32.110008
2010-01-15,49.456,49.456,48.611,39.18,57100,31.546392
2010-01-19,48.872,49.269,48.686,39.619999,14200,31.900658
2010-01-20,48.388,48.388,47.382,38.310001,32600,30.8459
2010-01-21,47.965,47.965,46.227,37.48,53400,30.177607
2010-01-22,46.227,46.413,44.985,36.259998,100500,29.195307
2010-01-25,46.003,46.251,45.804,37.049999,9700,29.831381
2010-01-26,45.494,45.991,45.456,36.799999,19600,29.630095
2010-01-27,44.525,45.717,44.525,36.720001,24800,29.565687
2010-01-28,46.028,46.028,44.227,36.130001,35000,29.090631
2010-01-29,44.873,45.258,43.892,35.740002,24700,28.776617
2010-02-01,44.761,45.208,44.724,36.349998,21100,29.267769
2010-02-02,45.606,46.04,45.481,37.07,27400,29.847485
2010-02-03,45.792,45.941,45.295,36.560001,132300,29.436855
2010-02-04,44.277,44.649,43.184,35.02,87200,28.196899
2010-02-05,44.773,44.823,41.619,34.279999,62400,27.601078
2010-02-08,42.712,42.836,41.979,34.02,29300,27.391739
2010-02-09,43.022,44.128,42.327,35.25,170400,28.382095
2010-02-10,43.73,43.767,43.209,35.099998,55000,28.261312
2010-02-11,43.358,43.966,43.01,35.23,13400,28.365974
2010-02-12,42.6,43.308,42.6,34.599998,17700,27.858723
2010-02-16,43.767,44.339,43.507,35.700001,14000,28.744413
2010-02-17,44.736,44.885,44.401,35.849998,12700,28.865179
2010-02-18,44.252,44.587,44.252,35.860001,83200,28.873236
2010-02-19,44.376,44.637,43.842,35.669998,41500,28.720253
2010-02-22,44.96,44.96,44.339,36.029999,85600,29.010115
2010-02-23,44.128,44.128,43.482,35.34,15400,28.454554
2010-02-24,43.556,44.277,43.556,35.419998,25600,28.518963
2010-02-25,43.271,43.73,42.799,35.209999,18400,28.349878
2010-02-26,43.432,44.239,43.382,35.619999,162800,28.679996
2010-03-01,44.202,44.6,44.003,35.810001,149800,28.832983
2010-03-02,45.059,45.183,44.749,36.240002,25400,29.179211
2010-03-03,45.593,45.879,45.506,36.66,35800,29.51737
2010-03-04,45.854,45.854,45.208,36.66,14100,29.51737
2010-03-05,45.717,46.5,45.717,37.439999,15900,30.145403
2010-03-08,46.512,46.537,46.289,37.41,24500,30.121244
2010-03-09,46.04,46.537,45.755,37.130001,30800,29.895798
2010-03-10,46.537,46.897,46.376,37.450001,16400,30.153444
2010-03-11,46.313,46.785,46.239,37.610001,18800,30.282282
2010-03-12,47.158,47.183,46.972,37.959999,5800,30.564089
2010-03-15,46.934,46.934,46.413,37.630001,10400,30.29838
2010-03-16,47.059,47.555,47.059,38.220001,7800,30.773428
2010-03-17,47.99,48.152,47.667,38.59,130700,31.071339
2010-03-18,47.493,47.754,47.183,38.330002,15400,30.861992
2010-03-19,46.841,47.498,46.667,37.740002,7800,30.407579
2010-03-22,46.406,46.965,46.381,37.709999,10500,30.383402
2010-03-23,47.052,47.25,46.803,37.91,67900,30.544552
2010-03-24,46.468,46.543,46.17,37.43,28100,30.15781
2010-03-25,46.977,46.977,45.972,37.080002,245000,29.875801
2010-03-26,46.332,46.518,46.009,37.209999,342500,29.980541
2010-03-29,46.394,46.729,46.369,37.57,158400,30.270597
2010-03-30,46.679,47.027,46.58,37.709999,32600,30.383402
2010-03-31,46.754,47.027,46.654,37.610001,52400,30.302834
2010-04-01,47.275,47.796,47.275,38.330002,25900,30.882935
2010-04-05,48.231,48.231,47.672,38.59,19300,31.092428
2010-04-06,47.337,47.896,47.337,38.57,20600,31.076307
2010-04-07,47.635,47.647,47.225,38.16,26200,30.745972
2010-04-08,47.163,47.498,46.878,38.23,8300,30.802376
2010-04-09,47.92,48.193,47.734,38.830002,12900,31.28581
2010-04-12,48.404,48.466,48.231,38.950001,19500,31.382486
2010-04-13,48.193,48.504,47.871,38.810001,10000,31.26969
2010-04-14,48.516,48.901,48.516,39.400002,9100,31.745052
2010-04-15,48.752,49.025,48.739,39.48,9000,31.809513
2010-04-16,48.392,48.628,47.647,38.630001,23100,31.124653
2010-04-19,47.176,47.672,47.114,38.389999,28300,30.931292
2010-04-20,48.032,48.442,47.97,38.779999,21900,31.24551
2010-04-21,47.995,48.02,47.536,38.549999,24000,31.0602
2010-04-22,47.101,47.474,46.803,38.25,25900,30.818489
2010-04-23,47.089,47.734,47.089,38.459999,7700,30.987688
2010-04-26,48.082,48.094,47.784,38.560001,20400,31.068253
2010-04-27,47.163,47.424,45.525,36.68,51700,29.553511
2010-04-28,46.319,46.319,45.19,36.889999,45400,29.722719
2010-04-29,46.108,46.567,46.108,37.459999,38700,30.181978
2010-04-30,46.406,46.642,45.885,36.970001,14800,29.787182
2010-05-03,45.835,46.431,45.835,37.25,21400,30.012772
2010-05-04,45.028,45.028,44.098,35.630001,132400,28.707521
2010-05-05,43.278,43.638,42.869,34.720001,86400,27.974331
2010-05-06,42.844,43.291,36.092,34.18,120600,27.539242
2010-05-07,41.566,42.422,38.364,32.52,58400,26.201752
2010-05-10,44.396,44.631,43.39,35.27,71300,28.417467
2010-05-11,42.77,43.713,42.77,34.75,11700,27.998499
2010-05-12,43.713,43.837,43.514,35.169998,10500,28.336901
2010-05-13,43.651,43.75,43.154,34.77,9500,28.014612
2010-05-14,42.658,43.055,41.578,33.57,11700,27.047756
2010-05-17,42.149,42.273,40.92,33.610001,113200,27.079985
2010-05-18,42.087,42.199,40.771,32.849998,66700,26.467642
2010-05-19,40.61,41.094,40.25,32.990002,38000,26.580442
2010-05-20,39.791,40.027,39.046,31.84,92800,25.65387
2010-05-21,38.934,40.399,38.934,32.509998,41000,26.193703
2010-05-24,39.63,39.989,39.567,31.92,10100,25.718327
2010-05-25,38.376,39.021,37.78,31.440001,19900,25.331587
2010-05-26,39.27,39.58,38.674,31.190001,23000,25.130163
2010-05-27,40.238,40.895,39.878,32.950001,14900,26.548216
2010-05-28,40.908,40.933,40.188,32.48,47400,26.169525
2010-06-01,39.853,40.573,39.654,31.950001,54200,25.742504
2010-06-02,39.716,40.647,39.716,32.68,8600,26.330673
2010-06-03,41.255,41.255,40.536,32.860001,7900,26.475697
2010-06-04,39.853,39.89,38.86,31.32,199100,25.2349
2010-06-07,39.121,39.319,38.376,30.92,7700,24.912621
2010-06-08,38.401,38.91,38.252,31.16,21000,25.105989
2010-06-09,39.232,39.58,38.674,31.27,14400,25.194614
2010-06-10,40.039,40.337,39.903,32.490002,19300,26.177588
2010-06-11,39.853,40.585,39.853,32.41,4900,26.113132
2010-06-14,41.206,41.454,40.908,32.959999,80000,26.556271
2010-06-15,41.677,42.248,41.479,34.009998,115500,27.402264
2010-06-16,41.739,42.199,41.69,33.889999,5200,27.305578
2010-06-17,42.36,42.36,41.888,33.990002,13000,27.386154
2010-06-18,41.804,42.1,41.804,33.98,5500,27.474287
2010-06-21,42.706,42.719,41.692,33.860001,38200,27.377268
2010-06-22,42.039,42.113,41.395,33.529999,45500,27.110439
2010-06-23,41.185,41.804,41.173,33.720001,18500,27.264067
2010-06-24,41.346,41.358,40.752,33.119999,46500,26.778938
2010-06-25,40.678,41.235,40.554,33.25,15900,26.88405
2010-06-28,41.074,41.198,40.69,32.93,8800,26.62532
2010-06-29,39.676,40.023,38.947,31.49,88400,25.461014
2010-06-30,39.206,39.689,38.91,31.469999,31100,25.444843
2010-07-01,39.305,39.553,38.761,31.76,75100,25.679319
2010-07-02,39.664,39.701,39.058,31.879999,14400,25.77634
2010-07-06,40.381,40.641,39.825,32.41,11200,26.204876
2010-07-07,40.493,41.457,40.369,33.52,18500,27.102356
2010-07-08,41.556,41.94,41.383,33.900002,21000,27.409609
2010-07-09,41.655,42.113,41.63,33.950001,64100,27.450031
2010-07-12,41.779,42.076,41.779,33.970001,6200,27.4662
2010-07-13,42.669,42.929,42.434,34.540001,32100,27.927073
2010-07-14,42.632,43.164,42.509,34.700001,112100,28.056435
2010-07-15,43.214,43.214,42.62,34.919998,27900,28.23432
2010-07-16,42.731,42.731,41.853,33.849998,33300,27.369171
2010-07-19,42.076,42.249,41.766,34.049999,28600,27.530882
2010-07-20,41.383,42.311,41.136,34.099998,45700,27.571308
2010-07-21,42.162,42.447,41.507,33.560001,8100,27.134699
2010-07-22,42.793,43.263,42.694,34.919998,60600,28.23432
2010-07-23,42.83,43.646,42.83,35.139999,28100,28.412193
2010-07-26,43.51,43.98,43.486,35.470001,38900,28.679018
2010-07-27,44.215,44.549,44.079,35.799999,14400,28.945839
2010-07-28,44.265,44.265,43.782,35.529999,10500,28.727533
2010-07-29,44.834,44.92,43.993,35.650002,44100,28.82456
2010-07-30,43.436,44.252,43.436,35.759998,38000,28.913486
2010-08-02,45.353,45.724,45.168,36.91,8500,29.843311
2010-08-03,45.341,45.712,45.304,36.880001,61000,29.819061
2010-08-04,45.551,45.761,45.415,36.970001,13500,29.89183
2010-08-05,45.464,45.662,45.415,36.84,25100,29.786726
2010-08-06,45.563,45.811,45.291,36.66,11600,29.641174
2010-08-09,45.724,45.91,45.662,37.119999,7900,30.013115
2010-08-10,44.97,45.601,44.747,36.75,13300,29.713951
2010-08-11,43.745,43.807,43.288,35.049999,15700,28.339424
2010-08-12,43.04,43.238,42.904,34.950001,14500,28.25857
2010-08-13,42.979,43.362,42.979,34.830002,4000,28.161545
2010-08-16,42.62,43.436,42.62,34.93,15200,28.242403
2010-08-17,43.894,44.104,43.609,35.560001,9600,28.751787
2010-08-18,43.745,44.017,43.696,35.490002,7400,28.695189
2010-08-19,43.943,44.005,42.892,34.869999,71000,28.193892
2010-08-20,42.632,42.669,42.447,34.439999,27300,27.846212
2010-08-23,43.016,43.102,42.57,34.459999,10300,27.862385
2010-08-24,41.915,41.977,41.532,33.779999,95900,27.312576
2010-08-25,41.222,41.717,41.037,33.689999,26700,27.239805
2010-08-26,42.026,42.125,41.507,33.740002,19800,27.280239
2010-08-27,41.705,42.558,41.705,34.41,7700,27.821955
2010-08-30,42.521,42.521,41.791,33.790001,48500,27.320665
2010-08-31,41.742,42.224,41.742,33.950001,25100,27.450031
2010-09-01,42.991,43.498,42.991,35.130001,17700,28.404104
2010-09-02,43.733,43.733,43.498,35.34,3900,28.573906
2010-09-03,44.141,44.351,44.079,35.830002,14400,28.970089
2010-09-07,43.758,43.782,43.498,35.169998,3700,28.436447
2010-09-08,43.881,44.302,43.881,35.52,28500,28.719444
2010-09-09,44.45,44.549,44.178,35.720001,9900,28.881151
2010-09-10,44.364,44.549,44.327,35.970001,15700,29.083286
2010-09-13,45.069,45.328,45.069,36.650002,11700,29.633097
2010-09-14,45.353,45.774,45.069,36.880001,11000,29.819061
2010-09-15,45.341,45.761,45.23,36.91,103200,29.843311
2010-09-16,45.489,45.588,45.242,36.84,21600,29.786726
2010-09-17,45.4,45.4,44.993,36.540001,19900,29.577883
2010-09-20,45.19,45.981,45.19,37.169998,53200,30.087837
2010-09-21,45.969,46.277,45.684,37.439999,96100,30.306396
2010-09-22,46.228,46.339,45.746,37.130001,21700,30.05546
2010-09-23,45.437,45.734,45.153,36.66,10400,29.675003
2010-09-24,46.228,46.66,46.228,37.720001,14500,30.533031
2010-09-27,46.66,46.735,46.376,37.66,95300,30.484476
2010-09-28,46.067,46.87,46.043,37.939999,69900,30.711136
2010-09-29,46.784,46.92,46.586,37.860001,8800,30.646378
2010-09-30,47.08,47.155,46.24,37.66,14100,30.484476
2010-10-01,47.056,47.068,46.586,37.98,20600,30.743505
2010-10-04,46.611,46.722,46.092,37.509998,16900,30.36306
2010-10-05,47.167,47.797,46.945,38.580002,73300,31.229189
2010-10-06,47.686,47.958,47.599,38.759998,78500,31.374891
2010-10-07,48.254,48.353,47.735,38.860001,22300,31.455841
2010-10-08,48.032,48.279,47.883,39.080002,14800,31.633921
2010-10-11,48.266,48.266,48.019,38.869999,6200,31.463936
2010-10-12,47.562,47.945,47.414,38.799999,22700,31.407272
2010-10-13,48.303,48.686,48.303,39.279999,14100,31.795809
2010-10-14,48.773,48.958,48.551,39.57,19500,32.03056
2010-10-15,48.872,48.872,48.452,39.450001,8300,31.933416
2010-10-18,48.625,48.983,48.439,39.619999,7600,32.07103
2010-10-19,47.982,48.18,47.463,38.599998,30200,31.245369
2010-10-20,48.093,48.822,48.044,39.32,15400,31.828192
2010-10-21,48.822,49.045,48.192,39.299999,42200,31.812002
2010-10-22,48.674,48.81,48.526,39.349998,4500,31.85248
2010-10-25,49.304,49.304,48.921,39.630001,25400,32.079132
2010-10-26,48.563,48.773,48.378,39.450001,27100,31.933416
2010-10-27,48.378,48.378,47.859,39.049999,32600,31.609632
2010-10-28,49.008,49.008,48.365,39.490002,28900,31.965803
2010-10-29,48.736,48.81,48.476,39.459999,15700,31.941515
2010-11-01,48.946,48.946,48.316,39.290001,36000,31.803907
2010-11-02,49.354,49.403,49.181,39.919998,30300,32.313873
2010-11-03,49.341,49.539,48.81,40.099998,156000,32.459572
2010-11-04,50.391,50.725,50.329,41.040001,41200,33.220478
2010-11-05,50.292,50.527,50.082,40.700001,43000,32.945251
2010-11-08,50.144,50.144,48.748,40.5,11200,32.783363
2010-11-09,50.577,50.577,49.514,40.189999,80800,32.532429
2010-11-10,49.897,49.897,49.069,40.150002,36700,32.50005
2010-11-11,48.822,49.131,48.822,39.77,10500,32.192451
2010-11-12,49.156,49.255,48.501,39.349998,16300,31.85248
2010-11-15,48.971,49.205,48.872,39.560001,12400,32.022465
2010-11-16,48.316,48.316,47.328,38.549999,9000,31.204903
2010-11-17,47.883,48.18,47.797,38.759998,28200,31.374891
2010-11-18,48.859,49.144,48.859,39.779999,9900,32.200546
2010-11-19,48.773,49.242,48.538,39.860001,27100,32.265308
2010-11-22,48.612,48.686,48.168,39.41,22500,31.901037
2010-11-23,47.772,47.772,46.969,38.080002,33400,30.824457
2010-11-24,47.723,47.76,47.328,38.619999,21800,31.261564
2010-11-26,46.907,47.105,46.883,38,27300,30.759691
2010-11-29,46.463,46.463,45.833,37.560001,27300,30.403538
2010-11-30,45.425,46.03,45.425,37.110001,26100,30.039274
2010-12-01,47.105,47.34,46.809,38.200001,16400,30.921595
2010-12-02,47.105,48.303,47.105,39.02,19500,31.585348
2010-12-03,48.205,48.785,48.205,39.27,73000,31.787718
2010-12-06,48.242,48.501,48.106,39.220001,64300,31.747244
2010-12-07,49.279,49.279,48.415,39.27,24600,31.787718
2010-12-08,48.686,48.785,48.353,39.299999,117100,31.812002
2010-12-09,48.736,48.736,48.402,39.23,104700,31.755342
2010-12-10,48.649,48.711,48.39,39.290001,56500,31.803907
2010-12-13,48.995,49.465,48.983,39.779999,15700,32.200546
2010-12-14,49.292,49.551,49.255,39.970001,17000,32.354343
2010-12-15,48.847,49.181,48.353,39.419998,59700,31.90914
2010-12-16,48.674,49.032,48.501,39.68,51500,32.119591
2010-12-17,46.558,46.716,46.304,38.549999,65000,31.844528
