"Date","VNQ.Open","VNQ.High","VNQ.Low","VNQ.Close","VNQ.Volume","VNQ.Adjusted"
2008-09-23,90.195,90.713,88.463,59.91,2495000,40.464718
2008-09-24,87.747,89.617,84.838,58.73,3085200,40.185551
2008-09-25,87.484,87.951,85.16,59.459999,2240200,40.68504
2008-09-26,84.824,89.588,84.502,61.299999,1991700,41.944054
2008-09-29,86.124,88.974,82.895,56.720001,3275700,38.810223
2008-09-30,87.177,89.135,83.932,60.799999,2369100,41.601925
2008-10-01,88.419,88.419,85.438,59.330002,2887000,40.596096
2008-10-02,85.774,86.037,80.849,55.5,2279600,37.975445
2008-10-03,82.778,83.479,77.093,53.099998,4099000,36.333271
2008-10-06,76.61,77.02,71.466,51.509998,4331400,35.245316
2008-10-07,74.681,75.748,68.821,47.09,3188200,32.22097
2008-10-08,66.219,70.998,64.772,46.439999,2313700,31.776211
2008-10-09,67.666,70.311,62.113,42.759998,5654200,29.258196
2008-10-10,59.774,69.157,56.018,46.849998,3060000,32.056747
2008-10-13,72.635,73,67.578,49.830002,1518600,34.095791
2008-10-14,75.222,75.222,63.428,46.439999,3512800,31.776211
2008-10-15,65.62,66.921,58.722,40.48,2787600,27.698135
2008-10-16,60.841,63.209,56.997,42.830002,2282300,29.306089
2008-10-17,59.613,64.772,59.365,42.369999,3186700,28.991341
2008-10-20,63.399,63.399,59.482,42.68,1889500,29.203457
2008-10-21,61.586,63.033,60.096,41.220001,1410200,28.204472
2008-10-22,58.459,59.482,54.06,38.310001,2564900,26.213327
2008-10-23,55.857,57.158,50.275,37.310001,5536300,25.529081
2008-10-24,48.799,54.425,48.799,35.189999,2853100,24.078484
2008-10-27,50.961,53.431,48.229,33.189999,2338400,22.710001
2008-10-28,49.69,56.354,47.542,38.380001,4867500,26.261223
2008-10-29,55.624,58.064,53.534,37.02,3787300,25.330652
2008-10-30,56.924,57.304,54.776,39,3782900,26.685453
2008-10-31,57.465,60.943,56.252,41.509998,11149000,28.402895
2008-11-03,60.505,60.973,58.473,40.150002,6681200,27.472328
2008-11-04,60.33,62.171,59.058,42.400002,6208700,29.011877
2008-11-05,61.075,61.089,55.463,38.23,9770700,26.158585
2008-11-06,55.331,56.15,53.037,36.439999,12780800,24.93379
2008-11-07,53.884,56.837,52.233,38.75,8636600,26.514385
2008-11-10,57.173,57.202,50.932,35.279999,3812600,24.140064
2008-11-11,50.859,51.985,48.799,34.790001,3649900,23.80479
2008-11-12,49.675,49.69,46.826,32.299999,5528600,22.101025
2008-11-13,48.799,52.598,45.043,35.849998,9470900,24.530085
2008-11-14,51.678,51.707,46.226,31.809999,2605900,21.765749
2008-11-17,45.934,46.826,44.692,30.66,2647600,20.978868
2008-11-18,44.999,45.729,41.74,30.370001,3246200,20.780439
2008-11-19,43.932,44.385,37.998,26.290001,3068800,17.988728
2008-11-20,37.735,40.337,34.856,24.209999,4156200,16.565502
2008-11-21,36.244,38.305,32.912,25.99,6877600,17.783463
2008-11-24,39.27,44.955,37.618,30.41,5300100,20.807804
2008-11-25,45.364,45.992,41.842,30.889999,2949200,21.136244
2008-11-26,45.145,47.659,43.727,32.560001,2348000,22.278929
2008-11-28,47.322,47.936,45.861,32.080002,838000,21.950493
2008-12-01,45.715,45.817,37.194,25.82,2431700,17.66713
2008-12-02,38.744,42.938,38.729,29.25,3379600,20.01409
2008-12-03,40.877,45.145,40.205,30.889999,4203100,21.136244
2008-12-04,44.326,47.132,42.909,30.040001,2461400,20.554632
2008-12-05,43.23,48.594,42.587,33.220001,2176800,22.730528
2008-12-08,49.661,53.154,48.974,36.32,1851300,24.851673
2008-12-09,52.364,53.008,48.082,33.169998,2632100,22.69632
2008-12-10,49.383,52.759,49.135,36.02,1656000,24.646406
2008-12-11,51.444,51.707,44.341,30.879999,1955400,21.1294
2008-12-12,43.873,49.851,43.581,34.110001,1917500,23.339502
2008-12-15,50.026,50.508,46.022,32.919998,1425300,22.525251
2008-12-16,54.001,54.045,47.995,36.950001,2348400,25.282749
2008-12-17,52.613,57.319,51.575,37.630001,4069200,25.748035
2008-12-18,55.667,55.857,50.245,34.5,1897500,23.606359
2008-12-19,50.538,53.957,50.538,36.919998,2274400,25.262224
2008-12-22,53.519,53.534,49.544,35.529999,3688700,24.311125
2008-12-23,52.452,52.978,51.108,35.330002,1580400,24.174282
2008-12-24,49.243,49.513,48.418,34.799999,615700,24.458927
2008-12-26,49.812,50.225,48.645,35.299999,608500,24.81035
2008-12-29,49.798,49.798,46.44,33.27,1549800,23.383585
2008-12-30,47.92,49.599,47.635,34.599998,1765300,24.318357
2008-12-31,49.527,52.345,49.243,36.450001,1954200,25.618626
2009-01-02,52.117,52.131,50.182,35.290001,2181800,24.803322
2009-01-05,50.139,50.68,48.887,34.639999,7318600,24.346476
2009-01-06,50.153,52.288,48.588,36.369999,1913900,25.562395
2009-01-07,51.434,51.534,49.627,35.150002,1439600,24.704933
2009-01-08,49.342,49.983,48.631,34.889999,2063200,24.522182
2009-01-09,49.684,49.727,46.881,33.099998,1491800,23.264097
2009-01-12,46.781,46.881,43.594,31.16,1760800,21.900585
2009-01-13,43.836,45.928,43.537,32.099998,1792700,22.561256
2009-01-14,44.79,44.79,42.826,30.42,2330100,21.380484
2009-01-15,43.281,45.743,41.104,31.42,3927500,22.083323
2009-01-16,45.529,46.54,43.566,32.610001,5540300,22.919701
2009-01-20,45.757,45.785,40.976,28.959999,3918700,20.354326
2009-01-21,42.172,45.544,40.777,31.99,3471500,22.483944
2009-01-22,43.85,45.33,42.385,30.24,3904300,21.253971
2009-01-23,41.617,44.505,41.332,31.16,3563500,21.900585
2009-01-26,44.42,45.601,43.21,30.98,3755700,21.774073
2009-01-27,44.391,45.472,43.865,31.42,2490400,22.083323
2009-01-28,47.066,48.759,45.586,34.139999,2712800,23.995058
2009-01-29,47.55,47.664,44.42,31.35,2714700,22.034124
2009-01-30,45.131,45.8,42.214,30.059999,2386500,21.127459
2009-02-02,41.787,43.865,41.631,30.790001,2732600,21.64053
2009-02-03,44.035,44.092,42.598,30.48,2159200,21.422651
2009-02-04,43.381,44.533,42.314,29.74,7818500,20.902544
2009-02-05,41.418,42.926,40.165,29.110001,4770500,20.459757
2009-02-06,41.645,44.733,41.56,31.129999,4500200,21.879496
2009-02-09,44.79,45.017,43.409,31.59,2627000,22.20281
2009-02-10,44.875,44.875,40.578,28.780001,4686400,20.227819
2009-02-11,41.375,41.731,39.71,29.33,3494300,20.614378
2009-02-12,40.251,41.233,38.045,28.83,3502600,20.262959
2009-02-13,40.635,40.663,38.415,27.059999,3436000,19.018927
2009-02-17,36.993,37.348,35.413,25.139999,2560700,17.669464
2009-02-18,36.267,36.537,34.716,25.5,5537100,17.922493
2009-02-19,36.993,37.291,34.403,24.4,2946800,17.149364
2009-02-20,33.777,37.078,32.98,25.940001,6286800,18.231741
2009-02-23,37.249,37.519,33.934,23.99,5058000,16.861197
2009-02-24,35.314,37.178,34.033,26.02,5187300,18.28797
2009-02-25,36.608,37.889,34.873,25.52,4889400,17.936548
2009-02-26,37.05,37.434,34.275,24.209999,3821000,17.015825
2009-02-27,33.507,35.157,33.436,23.889999,3676800,16.790915
2009-03-02,33.521,33.521,31.131,22.4,4773700,15.743676
2009-03-03,32.269,32.71,30.377,22.49,5413900,15.806933
2009-03-04,32.625,33.308,31.558,22.85,3058600,16.059958
2009-03-05,31.686,32.098,30.064,21.440001,3390700,15.068953
2009-03-06,30.704,31.031,28.385,21.15,4933800,14.865126
2009-03-09,29.181,30.789,29.181,21.620001,3882000,15.195464
2009-03-10,31.6,35.171,31.301,24.629999,3060900,17.311018
2009-03-11,35.186,35.698,33.991,24.23,2695800,17.029881
2009-03-12,34.517,37.533,33.991,26.209999,2791300,18.421509
2009-03-13,38.117,38.33,35.271,25.65,2757900,18.027914
2009-03-16,36.765,37.106,33.549,23.629999,2283000,16.608177
2009-03-17,33.692,36.267,32.923,25.42,2398400,17.866268
2009-03-18,35.584,38.174,34.673,26.809999,3892800,18.843212
2009-03-19,38.743,38.8,35.655,25.17,2177800,17.690548
2009-03-20,35.684,35.684,32.724,23,2783100,16.165382
2009-03-23,34.275,38.287,33.934,26.719999,2763900,18.779959
2009-03-24,36.993,38.216,34.716,24.66,4493200,17.332102
2009-03-25,34.518,35.145,31.476,24.58,2340700,17.617365
2009-03-26,34.657,35.397,32.941,25.129999,3010400,18.011568
2009-03-27,34.266,34.629,33.429,24.01,2526500,17.20883
2009-03-30,32.467,32.606,31.392,22.700001,1412900,16.269905
2009-03-31,32.243,34.364,31.853,24.280001,2461700,17.402342
2009-04-01,33.276,34.197,32.913,24.15,1859200,17.309166
2009-04-02,34.908,36.527,34.169,25.9,2353800,18.563461
2009-04-03,36.024,39.415,35.327,28.129999,2793400,20.161774
2009-04-06,38.438,39.722,37.531,27.809999,3235200,19.932421
2009-04-07,37.88,38.089,35.592,25.73,2370000,18.441605
2009-04-08,36.066,36.722,35.355,26.110001,2579700,18.71397
2009-04-09,38.047,41.312,37.364,29.610001,2493800,21.222549
2009-04-13,40.294,42.275,39.875,29.700001,4314300,21.28705
2009-04-14,40.684,41.145,37.838,27.18,3382100,19.480879
2009-04-15,37.824,41.438,37.559,29.540001,4144900,21.172377
2009-04-16,41.243,44.563,39.596,30.530001,5803700,21.881939
2009-04-17,42.875,44.898,41.745,31.08,5805200,22.276146
2009-04-20,41.912,42.289,38.661,27.879999,4124800,19.982592
2009-04-21,37.936,42.442,37.699,30.35,2776100,21.752928
2009-04-22,41.48,43.112,40.629,29.290001,9377100,20.993193
2009-04-23,41.131,42.959,40.461,30.610001,6132600,21.93928
2009-04-24,43.056,46.042,42.191,32.060001,7819400,22.97855
2009-04-27,43.921,44.214,40.838,30.139999,6108400,21.602417
2009-04-28,41.661,43.67,41.033,30.540001,6029900,21.889109
2009-04-29,43.14,45.065,42.735,31.870001,5113600,22.842365
2009-04-30,44.954,46,44.075,31.73,5575000,22.742022
2009-05-01,44.312,44.34,42.247,30.690001,3926800,21.996616
2009-05-04,43.712,46.447,43.252,33.220001,5437900,23.809965
2009-05-05,45.958,45.958,44.214,31.98,6108700,22.921211
2009-05-06,45.54,46.558,44.2,33.200001,8067300,23.795626
2009-05-07,46.893,46.907,42.512,31.299999,7561500,22.43383
2009-05-08,44.312,46.879,43.67,33.389999,6114200,23.931812
2009-05-11,45.163,45.986,44.675,32.119999,3484000,23.021555
2009-05-12,45.275,45.596,42.777,32.029999,3181700,22.957047
2009-05-13,43.196,43.28,41.089,29.93,2867300,21.4519
2009-05-14,41.159,43.433,40.461,30.639999,2592500,21.960777
2009-05-15,42.512,42.903,40.503,29.610001,2103600,21.222549
2009-05-18,41.759,44.926,41.717,31.99,2776800,22.928377
2009-05-19,44.828,45.051,43.224,31.379999,2909000,22.491173
2009-05-20,44.94,45.624,43.196,31.129999,3417700,22.311983
2009-05-21,42.666,44.047,42.289,31.219999,2684600,22.376488
2009-05-22,44.145,44.145,42.428,30.450001,1669600,21.824604
2009-05-26,42.247,45.414,42.066,32.259998,2517200,23.121893
2009-05-27,44.968,45.303,43.126,31.09,2539800,22.283314
2009-05-28,44.061,44.535,42.819,31.52,2397500,22.591507
2009-05-29,44.647,45.526,43.782,32.560001,1692900,23.336914
2009-06-01,46.516,48.819,46.042,34.23,3811800,24.533863
2009-06-02,47.088,47.479,46.405,33.52,2796300,24.024982
2009-06-03,46.544,46.795,45.944,33.459999,2019100,23.981976
2009-06-04,47.047,48.595,46.712,34.529999,2006000,24.748882
2009-06-05,48.944,48.972,47.228,34.439999,2798300,24.684383
2009-06-08,48.47,48.47,46.726,33.810001,3558400,24.232838
2009-06-09,47.772,47.814,46.907,33.810001,2516800,24.232838
2009-06-10,47.744,47.884,45.177,33.220001,2373100,23.809965
2009-06-11,46.349,46.684,45.261,32.540001,2714700,23.322582
2009-06-12,45.344,47.047,45.065,33.720001,1765400,24.168325
2009-06-15,46.377,46.628,44.061,32.119999,2129600,23.021555
2009-06-16,44.94,45.163,43.294,31.530001,2248100,22.59868
2009-06-17,43.921,44.228,42.666,30.93,2144600,22.168638
2009-06-18,43.377,43.838,42.763,31.139999,1742400,22.319151
2009-06-19,43.949,44.103,43.224,31.450001,1292300,22.54134
2009-06-22,43.084,43.545,41.494,29.809999,2041900,21.365891
2009-06-23,42.108,42.624,41.368,30.030001,1855000,21.523575
2009-06-24,41.784,41.798,40.906,30.190001,4424500,21.99346
2009-06-25,41.18,41.99,40.59,30.59,1872300,22.284857
2009-06-26,41.88,42.677,41.482,30.85,2356600,22.474274
2009-06-29,42.43,42.704,41.688,30.83,2342100,22.459698
2009-06-30,42.608,43.006,42.265,31.01,1894200,22.590832
2009-07-01,42.869,43.583,42.773,31.549999,1682600,22.984222
2009-07-02,42.69,42.773,40.975,29.879999,2344000,21.767622
2009-07-06,40.769,42.155,40.384,30.629999,2654100,22.313997
2009-07-07,42.155,42.169,40.274,29.440001,2036100,21.447081
2009-07-08,40.631,40.782,38.888,29.16,2370500,21.243103
2009-07-09,40.302,40.467,39.217,28.610001,1289300,20.842424
2009-07-10,38.915,39.451,38.188,28.57,1123900,20.813288
2009-07-13,39.382,40.961,38.943,29.65,3929500,21.600067
2009-07-14,40.837,41.565,40.11,30.01,2822300,21.862328
2009-07-15,42.018,43.322,41.62,31.120001,1768200,22.670965
2009-07-16,42.539,43.569,41.881,31.48,1606200,22.93322
2009-07-17,42.951,43.047,41.743,30.639999,1454700,22.321287
2009-07-20,42.594,43.734,42.471,31.719999,1687800,23.108061
2009-07-21,43.926,43.926,42.498,31.629999,2990100,23.042498
2009-07-22,42.786,44.091,42.732,31.67,1949300,23.071642
2009-07-23,43.514,45.724,43.377,32.93,2922400,23.989553
2009-07-24,44.9,45.669,44.324,33.16,1272500,24.157106
2009-07-27,45.573,46.301,45.161,33.639999,2146100,24.506794
2009-07-28,45.889,46.328,45.449,33.610001,1451100,24.484928
2009-07-29,45.82,46.15,45.202,33.189999,1187200,24.178963
2009-07-30,46.383,47.92,46.273,34.380001,1918200,25.045877
2009-07-31,47.179,47.632,46.685,34.349998,2208800,25.024023
2009-08-03,48.167,48.236,47.261,34.970001,2541900,25.475698
2009-08-04,47.756,50.981,47.385,36.880001,3454100,26.867134
2009-08-05,50.652,52.834,50.254,38.290001,3965400,27.894316
2009-08-06,53.301,54.646,52.162,38,5953400,27.683056
2009-08-07,53.425,56.143,52.629,40.119999,5471300,29.227484
2009-08-10,54.894,55.017,53.287,39.259998,4432000,28.600965
2009-08-11,53.356,53.617,51.681,38.119999,4275200,27.770479
2009-08-12,52.231,53.782,52.176,38.400002,4619200,27.974459
2009-08-13,53.315,53.521,52.299,38.599998,5339500,28.120161
2009-08-14,52.766,52.807,51.242,38.279999,3538500,27.887037
2009-08-17,50.487,50.624,49.417,36.240002,3385800,26.40089
2009-08-18,49.911,50.803,49.581,36.599998,2379900,26.663149
2009-08-19,49.348,50.075,49.06,36.310001,2693600,26.451893
2009-08-20,49.842,51.874,49.773,37.759998,5235500,27.508211
2009-08-21,52.546,54.29,52.285,38.75,5953400,28.229435
2009-08-24,53.933,53.96,52.78,38.619999,5958400,28.134726
2009-08-25,53.397,54.015,52.944,39.049999,3483900,28.447975
2009-08-26,53.493,53.85,52.999,39.169998,2680900,28.535397
2009-08-27,53.74,54.427,52.642,39.549999,2465000,28.812231
2009-08-28,54.77,54.962,53.795,39.900002,3074500,29.067211
2009-08-31,53.768,54.317,53.342,39.27,2961300,28.608248
2009-09-01,53.493,53.974,50.968,37.169998,4356400,27.078403
2009-09-02,50.597,50.981,49.993,36.419998,3443600,26.532021
2009-09-03,50.638,51.05,49.664,37.150002,1933100,27.063831
2009-09-04,50.981,51.585,50.075,37.580002,1587900,27.377087
2009-09-08,52.395,53.384,52.011,38.889999,2051900,28.331421
2009-09-09,53.356,54.605,52.903,39.650002,2825800,28.88509
2009-09-10,54.372,55.36,53.589,40.240002,2117300,29.314896
2009-09-11,55.552,55.813,54.454,40.169998,2384000,29.263903
2009-09-14,54.331,56.815,54.317,41.360001,2229900,30.130821
2009-09-15,57.172,58.504,56.019,42.02,3555000,30.611639
2009-09-16,58.243,60.11,57.968,43.73,3659700,31.857361
2009-09-17,59.972,62.1,58.874,43.540001,5152800,31.718962
2009-09-18,60.11,60.631,58.778,43.599998,2874100,31.762657
2009-09-21,59.012,59.602,58.476,42.919998,2423600,31.267284
2009-09-22,59.657,60.878,59.341,44.279999,4488000,32.258045
2009-09-23,60.988,61.002,58.49,42.68,3291700,31.09244
2009-09-24,57.796,58.041,54.996,40.720001,4804900,29.957279
2009-09-25,54.969,56.151,54.466,40.849998,4635600,30.052912
2009-09-28,55.961,57.891,55.703,42.540001,2644700,31.296236
2009-09-29,57.959,58.394,56.682,41.849998,3198100,30.788603
2009-09-30,57.388,57.402,55.54,41.450001,3905300,30.494329
2009-10-01,56.219,56.301,53.813,39.59,9101300,29.125944
2009-10-02,52.549,54.969,52.509,39.310001,4742800,28.919945
2009-10-05,54.031,55.05,53.555,40.389999,2928300,29.714489
2009-10-06,55.404,56.097,54.017,40.279999,3546900,29.633562
2009-10-07,54.561,55.159,53.936,40.25,3338500,29.611502
2009-10-08,55.458,56.274,55.159,41.02,3031900,30.177986
2009-10-09,55.472,56.274,55.01,41.369999,2673300,30.435467
2009-10-12,56.627,56.845,55.866,41.310001,1933400,30.391338
2009-10-13,55.784,56.029,54.901,40.73,2546600,29.96463
2009-10-14,56.41,57.606,56.07,42.220001,3152400,31.060804
2009-10-15,56.926,57.13,56.573,41.860001,3492400,30.795956
2009-10-16,56.151,56.315,55.268,40.759998,3071500,29.986708
2009-10-19,55.798,56.749,55.499,41.639999,2579400,30.634108
2009-10-20,56.464,56.6,55.295,40.869999,2128100,30.067627
2009-10-21,55.159,56.423,54.738,40.349998,2481700,29.685061
2009-10-22,54.819,56.342,54.031,41.41,3386000,30.464895
2009-10-23,56.437,56.505,55.349,40.919998,3243100,30.104422
2009-10-26,55.608,56.981,55.363,40.82,3607400,30.030848
2009-10-27,55.513,55.771,54.439,40.23,3593700,29.596792
2009-10-28,54.344,55.146,52.291,38.540001,4654200,28.35347
2009-10-29,53.215,54.955,53.039,40.299999,3309800,29.648294
2009-10-30,54.384,54.724,52.454,39.599998,4424100,29.133301
2009-11-02,53.963,55.023,52.25,39.59,4906100,29.125944
2009-11-03,53.039,54.711,52.998,40.169998,4509500,29.552637
2009-11-04,55.349,55.499,53.392,39.310001,4320800,28.919945
2009-11-05,54.153,54.765,53.582,40.200001,2379300,29.574718
2009-11-06,53.705,54.629,53.311,39.540001,2442300,29.089161
2009-11-09,54.547,56.41,54.289,41.490002,2272300,30.523762
2009-11-10,55.988,56.382,55.159,41.18,2548400,30.295696
2009-11-11,56.478,57.429,56.301,41.950001,3107300,30.862171
2009-11-12,56.953,57.429,56.301,41.52,2920500,30.545826
2009-11-13,56.491,57.361,56.41,42.080002,2444100,30.957819
2009-11-16,57.592,59.142,57.592,43.099998,3053700,31.708208
2009-11-17,58.204,58.87,57.511,42.349998,2486000,31.156448
2009-11-18,57.551,58.775,57.483,43.119999,2928900,31.722929
2009-11-19,57.986,58.095,57.008,42.130001,1960500,30.994598
2009-11-20,56.953,57.157,56.654,41.830002,1782300,30.773878
2009-11-23,57.878,58.476,57.117,42.360001,2182700,31.163795
2009-11-24,57.524,57.592,56.505,41.73,2051800,30.700308
2009-11-25,57.035,57.348,56.763,41.900002,1530100,30.825394
2009-11-27,55.281,56.287,55.01,40.68,1315200,29.927839
2009-11-30,55.499,57.579,55.05,42.200001,2306800,31.046095
2009-12-01,57.946,58.503,57.334,42.82,2229800,31.502216
2009-12-02,57.986,59.454,57.986,43.52,2292500,32.017197
2009-12-03,59.468,60.202,58.299,43.029999,3429700,31.656712
2009-12-04,59.985,60.651,59.087,44.299999,3493900,32.591042
2009-12-07,60.066,60.216,58.53,43.369999,2004000,31.906853
2009-12-08,58.462,59.59,58.367,43.119999,2069600,31.722929
2009-12-09,58.802,59.115,58.408,43.029999,1942500,31.656712
2009-12-10,58.816,59.006,57.946,42.860001,1546900,31.531647
2009-12-11,58.517,59.251,58.326,43.549999,1555300,32.039276
2009-12-14,59.441,60.392,58.775,44.34,3169900,32.620457
2009-12-15,59.889,60.134,59.522,43.900002,2450600,32.296768
2009-12-16,60.025,60.406,59.808,44.220001,2626100,32.532181
2009-12-17,59.658,60.107,59.264,43.950001,2526300,32.333561
2009-12-18,59.903,60.216,59.155,44.240002,2061600,32.546898
2009-12-21,60.352,61.031,60.297,44.84,2957000,32.988312
2009-12-22,60.963,61.643,60.963,45.310001,1703500,33.33408
2009-12-23,61.575,63.002,61.575,45.849998,1531400,33.731361
2009-12-24,61.086,61.649,61.019,45.919998,560300,34.218708
2009-12-28,61.864,62.589,61.663,46.139999,2909600,34.382656
2009-12-29,62.146,62.32,60.978,45.450001,1939400,33.868477
2009-12-30,60.791,61.153,60.442,45.52,1424300,33.920643
2009-12-31,61.381,61.703,59.972,44.740002,1259000,33.339397
2010-01-04,60.683,60.952,59.314,44.549999,2408400,33.197811
2010-01-05,59.717,59.824,58.952,44.5,2054200,33.160553
2010-01-06,59.744,60.173,59.449,44.419998,2471200,33.100929
2010-01-07,59.663,60.522,58.979,44.900002,2091700,33.458626
2010-01-08,60.133,60.187,59.288,44.57,2682000,33.212719
2010-01-11,60.214,60.469,59.824,44.830002,1924800,33.40646
2010-01-12,59.623,60.079,58.858,44.080002,3124500,32.847572
2010-01-13,59.288,60.495,59.221,44.970001,2133000,33.510784
2010-01-14,60.267,60.469,59.838,44.93,1594700,33.480984
2010-01-15,60.053,60.187,59.583,44.59,5577000,33.2276
2010-01-19,59.771,61.233,59.663,45.5,2454200,33.905739
2010-01-20,60.603,60.603,59.784,44.990002,3339900,33.525696
2010-01-21,60.361,60.75,58.536,43.700001,4233400,32.564423
2010-01-22,58.442,59.059,56.993,42.599998,5039500,31.744701
2010-01-25,57.892,57.892,56.496,42.900002,3749000,31.968264
2010-01-26,56.993,57.946,56.926,42.5,3352900,31.670193
2010-01-27,57.208,57.624,56.174,42.880001,3714400,31.953356
2010-01-28,57.986,58.013,56.496,42.509998,3750000,31.677639
2010-01-29,57.463,57.946,56.335,42.27,4096200,31.498791
2010-02-01,57.154,57.838,57.02,43.040001,2839200,32.07259
2010-02-02,57.932,58.831,57.275,43.630001,3270000,32.512253
2010-02-03,58.348,58.362,57.261,42.919998,3079200,31.98317
2010-02-04,57.114,57.181,55.463,41.330002,3942800,30.798336
2010-02-05,55.678,56.738,54.832,42.09,5100500,31.364676
2010-02-08,56.711,56.886,55.114,41.169998,2969600,30.679102
2010-02-09,55.933,56.107,54.644,41.040001,4785200,30.58223
2010-02-10,55.181,55.866,54.121,41.119999,2893900,30.641846
2010-02-11,55.154,55.731,54.483,41.509998,2706400,30.932465
2010-02-12,55.007,56.362,54.846,42,3385000,31.297606
2010-02-16,56.953,58.013,56.845,43.189999,2730300,32.184357
2010-02-17,58.12,58.711,58.026,43.580002,3139000,32.474991
2010-02-18,58.254,59.516,58.066,44.23,2737200,32.959354
2010-02-19,59.086,59.717,58.858,44.259998,3250100,32.981701
2010-02-22,59.583,59.945,59.247,44.369999,1757800,33.063675
2010-02-23,59.328,59.73,58.952,44.029999,2715900,32.810322
2010-02-24,59.194,59.704,59.1,44.48,2965400,33.145649
2010-02-25,59.046,60.039,58.67,44.650002,2067000,33.272331
2010-02-26,60.066,60.549,59.623,44.630001,1784300,33.257427
2010-03-01,60.254,60.63,60.026,45.009998,1849600,33.540588
2010-03-02,60.643,60.75,60.281,45.029999,1575400,33.555504
2010-03-03,60.576,60.683,60.173,44.91,1884000,33.466076
2010-03-04,60.281,60.71,60.227,45.189999,1557300,33.674725
2010-03-05,60.858,62.414,60.724,46.419998,2161800,34.591293
2010-03-08,62.334,63.152,62.213,46.889999,1729200,34.941525
2010-03-09,62.817,64.038,62.549,47,2126000,35.023502
2010-03-10,63.381,63.931,63.018,47.419998,2311500,35.336483
2010-03-11,63.34,64.078,63.112,47.700001,1766200,35.545135
2010-03-12,64.535,64.897,63.998,48.080002,2344400,35.8283
2010-03-15,64.36,64.843,63.716,47.970001,2164400,35.74633
2010-03-16,64.642,66.132,64.454,49.130001,3905000,36.610741
2010-03-17,66.226,67.044,65.957,49.860001,3467900,37.154716
2010-03-18,66.695,67.178,66.44,49.59,2448700,36.953522
2010-03-19,65.823,66.843,65.756,49.049999,2703900,36.551125
2010-03-22,65.353,66.843,65.246,49.669998,2922600,37.013134
2010-03-23,66.642,66.749,65.85,49.529999,3974700,36.908821
2010-03-24,66.252,67.299,66.172,49.799999,3241200,37.110008
2010-03-25,66.332,67.264,65.999,49.549999,4033400,37.200867
2010-03-26,66.305,66.651,65.492,49.290001,4339000,37.005657
2010-03-29,66.105,66.145,65.399,49.439999,1914200,37.118267
2010-03-30,65.972,66.105,65.492,49.369999,1968300,37.065716
2010-03-31,65.519,65.825,64.986,48.810001,2365900,36.645279
2010-04-01,65.492,65.679,64.747,49.060001,2198300,36.832977
2010-04-05,65.626,66.891,65.439,50.139999,1961200,37.643814
2010-04-06,66.665,68.463,66.425,51.290001,3307100,38.507195
2010-04-07,68.183,68.356,66.518,50.16,3521700,37.658833
2010-04-08,66.518,66.998,66.398,50.220001,2047800,37.70388
2010-04-09,67.157,67.996,66.771,50.93,1710500,38.236931
2010-04-12,68.09,68.13,67.344,50.610001,1872300,37.99667
2010-04-13,67.464,69.302,67.37,51.849998,1712600,38.927639
2010-04-14,69.595,69.661,68.769,51.93,2026800,38.987705
2010-04-15,68.836,68.969,67.211,50.509998,2594700,37.9216
2010-04-16,67.117,67.69,65.586,49.349998,4450000,37.050697
2010-04-19,65.279,66.545,65.053,49.57,2825700,37.215874
2010-04-20,66.398,67.144,65.692,50.41,2193300,37.846527
2010-04-21,67.024,68.716,66.971,51.290001,2980100,38.507195
2010-04-22,67.797,69.635,67.424,52.080002,1552700,39.100311
2010-04-23,69.568,70.367,68.889,52.77,3302900,39.618347
2010-04-26,70.501,71.393,70.221,53.189999,2486700,39.93367
2010-04-27,70.447,70.927,68.583,51.490002,4589700,38.657352
2010-04-28,69.422,69.528,68.516,51.650002,3500600,38.777473
2010-04-29,69.675,72.006,69.621,53.98,3268600,40.526787
2010-04-30,71.753,72.405,69.502,52.299999,4056200,39.26548
2010-05-03,70.274,72.392,70.261,54.040001,4016000,40.571835
2010-05-04,70.9,71.313,69.715,52.810001,3672500,39.64838
2010-05-05,69.222,70.66,68.356,52.099998,3597300,39.115337
2010-05-06,68.902,69.382,59.938,49.959999,6191800,37.508675
2010-05-07,67.171,68.103,64.36,49.119999,5896600,36.878025
2010-05-10,68.942,69.941,68.369,52.360001,4817300,39.310539
2010-05-11,68.796,70.834,68.623,52.669998,3229100,39.543262
2010-05-12,70.474,71.539,69.994,53.52,2577400,40.181435
2010-05-13,71.446,71.606,70.008,52.650002,2522000,39.528259
2010-05-14,69.542,69.608,67.184,50.98,4558000,38.274467
2010-05-17,68.25,69.275,65.959,51.049999,2913300,38.327015
2010-05-18,69.062,69.129,65.892,49.759998,3725300,37.358517
2010-05-19,65.666,67.131,63.907,49.299999,5955800,37.013165
2010-05-20,63.907,64.547,62.163,46.77,5847200,35.113697
2010-05-21,61.27,64.467,60.91,48.34,5652000,36.292416
2010-05-24,64.44,64.786,62.842,47.259998,3826100,35.481575
2010-05-25,61.164,63.588,60.418,47.639999,4736400,35.76688
2010-05-26,64.52,65.319,62.908,47.540001,4937300,35.691799
2010-05-27,64.96,66.864,64.187,50.150002,2876100,37.651314
2010-05-28,66.691,67.224,65.519,49.509998,2769200,37.170826
2010-06-01,65.053,66.198,64.467,48.48,2715000,36.397518
2010-06-02,65.026,65.972,63.894,49.43,2015700,37.110752
