"Date","VCIT.Open","VCIT.High","VCIT.Low","VCIT.Close","VCIT.Volume","VCIT.Adjusted"
2011-08-17,101.918,102.213,101.463,83.230003,85400,67.780991
2011-08-18,102.605,102.605,101.181,82.900002,155000,67.512291
2011-08-19,101.377,101.758,101.291,82.870003,53900,67.487862
2011-08-22,101.783,101.783,101.304,82.529999,97600,67.210976
2011-08-23,101.427,101.427,100.69,82.07,66300,66.836327
2011-08-24,100.518,100.518,99.609,81.419998,58200,66.306992
2011-08-25,99.916,100.444,99.843,81.540001,26300,66.404701
2011-08-26,100.26,100.555,100.186,81.839996,45400,66.64904
2011-08-29,100.297,100.579,100.076,81.860001,171900,66.665314
2011-08-30,101.021,101.279,100.813,82.360001,50400,67.072517
2011-08-31,101.143,101.192,100.678,82.32,138000,67.252258
2011-09-01,100.764,101.253,100.409,82.720001,37000,67.579056
2011-09-02,101.388,101.596,101.094,82.910004,59700,67.734245
2011-09-06,101.584,101.584,101.143,82.910004,87100,67.734245
2011-09-07,101.388,101.498,100.984,82.800003,68600,67.644386
2011-09-08,101.633,101.67,101.155,83.050003,115700,67.848595
2011-09-09,101.645,101.865,101.339,83,41700,67.807793
2011-09-12,101.351,101.498,100.996,82.660004,80600,67.530014
2011-09-13,101.008,101.008,100.494,82.449997,68800,67.358452
2011-09-14,100.984,101.057,100.605,82.459999,171000,67.366615
2011-09-15,100.372,100.519,100.066,82.080002,60300,67.05616
2011-09-16,100.433,100.629,100.066,82.150002,40400,67.11338
2011-09-19,100.825,100.959,100.543,82.400002,58800,67.317619
2011-09-20,101.057,101.07,100.715,82.489998,60400,67.391106
2011-09-21,100.911,101.168,100.617,82.43,53500,67.342102
2011-09-22,100.862,100.947,100.458,82.449997,54300,67.358452
2011-09-23,100.556,100.678,99.846,81.849998,152700,66.868256
2011-09-26,99.76,100.017,99.613,81.489998,207200,66.574158
2011-09-27,99.258,99.76,99.197,81.410004,228400,66.50882
2011-09-28,99.503,99.503,98.989,81.160004,55900,66.304565
2011-09-29,99.221,99.638,99.038,81.080002,38700,66.23922
2011-09-30,98.861,98.861,98.531,80.959999,53800,66.349838
2011-10-03,98.555,98.873,98.128,80.540001,493100,66.005615
2011-10-04,98.714,99.092,97.689,80.089996,142600,65.636856
2011-10-05,97.628,97.994,97.555,80.080002,230900,65.62867
2011-10-06,97.726,97.738,97.274,80.059998,298800,65.612289
2011-10-07,97.652,97.774,97.262,79.910004,54900,65.489357
2011-10-10,97.421,97.421,96.872,79.709999,39800,65.325439
2011-10-11,97.494,97.836,97.408,80.18,44100,65.710625
2011-10-12,97.616,97.823,97.347,80.160004,85500,65.694229
2011-10-13,97.909,98.116,97.726,80.25,97500,65.76799
2011-10-14,97.823,98.141,97.518,80.330002,64300,65.833549
2011-10-17,98.336,98.494,98.019,80.669998,56700,66.112152
2011-10-18,98.409,98.873,98.397,80.989998,120700,66.374443
2011-10-19,99.044,99.251,98.751,81.309998,98400,66.636681
2011-10-20,99.129,99.361,98.946,81.279999,61400,66.612091
2011-10-21,99.532,99.678,99.275,81.660004,58500,66.923523
2011-10-24,99.788,99.849,99.483,81.830002,116400,67.062828
2011-10-25,99.922,100.557,99.751,82.300003,98300,67.448013
2011-10-26,100.386,100.544,100.056,82.160004,148300,67.333298
2011-10-27,100.605,100.605,99.763,82,66700,67.202164
2011-10-28,100.178,100.398,99.995,82.209999,70200,67.374268
2011-10-31,99.975,100.327,99.78,82.269997,56200,67.64312
2011-11-01,99.488,100.777,99.488,82.860001,75500,68.128242
2011-11-02,100.558,100.923,100.461,82.980003,57300,68.226906
2011-11-03,100.558,100.741,100.279,82.75,86900,68.037811
2011-11-04,100.449,100.668,100.291,82.709999,145300,68.004898
2011-11-07,100.546,100.935,100.267,82.779999,41300,68.062439
2011-11-08,100.668,100.935,100.279,82.540001,62700,67.865135
2011-11-09,100.23,100.716,100.23,82.650002,68800,67.955582
2011-11-10,100.108,100.315,99.889,82.379997,71900,67.733574
2011-11-11,100.072,100.169,99.926,82.309998,50400,67.676041
2011-11-14,100.157,100.339,99.865,82.279999,117500,67.651367
2011-11-15,100.048,100.181,99.756,82.139999,62800,67.536232
2011-11-16,99.938,100.048,99.756,82.25,60100,67.626694
2011-11-17,99.731,99.731,99.135,81.629997,132900,67.116936
2011-11-18,99.318,99.354,98.941,81.480003,78600,66.993614
2011-11-21,99.233,99.233,98.722,81.290001,91800,66.837364
2011-11-22,98.856,98.916,98.527,81.300003,93800,66.845573
2011-11-23,98.454,98.539,98.211,80.889999,77000,66.508507
2011-11-25,98.515,98.515,97.931,80.730003,39100,66.376953
2011-11-28,97.919,98.418,97.834,80.889999,51900,66.508507
2011-11-29,98.223,98.333,97.895,80.690002,78400,66.344048
2011-11-30,97.785,97.858,97.41,80.639999,92300,66.517265
2011-12-01,98.198,98.198,97.204,80.57,114300,66.459541
2011-12-02,97.907,98.379,97.604,81.139999,124700,66.929718
2011-12-05,98.331,98.804,98.331,81.459999,88500,67.193657
2011-12-06,98.295,98.501,98.076,81.040001,104700,66.847252
2011-12-07,98.852,98.974,98.428,81.589996,62800,67.300903
2011-12-08,98.767,99.022,98.561,81.599998,106200,67.309143
2011-12-09,98.937,98.937,98.428,81.290001,68000,67.053436
2011-12-12,98.828,98.828,98.44,81.209999,54000,66.987419
2011-12-13,98.67,99.143,98.501,81.739998,101900,67.424644
2011-12-14,99.143,99.362,99.022,81.940002,281300,67.589554
2011-12-15,99.155,99.313,99.058,81.910004,95800,67.56485
2011-12-16,99.592,99.592,99.204,81.989998,124100,67.630844
2011-12-19,99.362,99.677,99.337,82.160004,92700,67.771049
2011-12-20,99.568,99.58,99.24,82,113600,67.639091
2011-12-21,99.349,99.349,99.01,81.760002,99100,67.441154
2011-12-22,99.531,99.652,99.083,82.110001,117500,67.729813
2011-12-23,99.194,99.194,98.216,81.389999,135200,67.405197
2011-12-27,98.433,98.699,98.3,81.709999,44200,67.670181
2011-12-28,98.868,99.025,98.433,81.959999,66600,67.877235
2011-12-29,98.952,99.218,98.783,82.080002,82900,67.976646
2011-12-30,99.218,99.544,99.134,82.370003,152900,68.216827
2012-01-03,99.448,99.568,99.158,82.339996,296100,68.191956
2012-01-04,99.351,99.363,99.073,82.129997,114200,68.018028
2012-01-05,98.868,99.218,98.868,82.059998,81500,67.960022
2012-01-06,99.339,99.46,99.146,82.279999,82500,68.142273
2012-01-09,99.58,99.834,99.411,82.419998,250100,68.258202
2012-01-10,99.605,99.749,99.315,82.480003,129400,68.307907
2012-01-11,99.979,99.979,99.617,82.669998,517900,68.465263
2012-01-12,99.931,99.931,99.52,82.629997,413900,68.432106
2012-01-13,99.737,100.112,99.737,82.769997,133200,68.548058
2012-01-17,100.1,100.257,100.051,83.010002,198800,68.746826
2012-01-18,100.341,100.377,100.1,83.010002,288600,68.746826
2012-01-19,100.474,100.474,100.1,83.089996,265600,68.81308
2012-01-20,100.546,100.546,99.918,82.809998,192500,68.581169
2012-01-23,99.979,100.16,99.87,82.900002,139100,68.655724
2012-01-24,99.991,100.088,99.798,82.889999,129200,68.647415
2012-01-25,100.075,100.836,99.894,83.300003,145800,68.986977
2012-01-26,101.005,101.247,100.788,83.82,199800,69.41761
2012-01-27,101.536,101.633,101.041,84.129997,190200,69.6744
2012-01-30,101.706,101.706,101.488,84.110001,112600,69.657806
2012-01-31,101.16,101.473,100.943,84.269997,138800,69.98336
2012-02-01,101.545,101.545,101.028,84.18,247200,69.908623
2012-02-02,101.389,101.545,101.124,84.330002,160600,70.033188
2012-02-03,101.329,101.545,101.004,84.330002,131500,70.033188
2012-02-06,101.401,101.798,101.172,84.489998,5261000,70.166069
2012-02-07,101.594,101.594,101.317,84.199997,1046900,69.925232
2012-02-08,101.293,101.509,101.28,84.230003,214000,69.950165
2012-02-09,101.485,101.485,101.04,84.129997,230000,69.86705
2012-02-10,101.545,101.654,101.353,84.330002,187200,70.033188
2012-02-13,101.413,101.666,101.389,84.339996,339800,70.041481
2012-02-14,101.509,101.666,101.401,84.32,217800,70.024879
2012-02-15,101.726,101.846,101.557,84.43,191900,70.116226
2012-02-16,101.509,101.533,101.052,84.089996,235400,69.83387
2012-02-17,101.148,101.377,101.1,84.190002,127800,69.916924
2012-02-21,101.365,101.365,101.052,84.050003,217400,69.800674
2012-02-22,101.389,101.569,101.148,84.349998,144300,70.049805
2012-02-23,101.389,101.75,101.365,84.370003,160800,70.066383
2012-02-24,101.846,101.846,101.582,84.519997,212600,70.190971
2012-02-27,102.244,102.256,101.991,84.760002,156800,70.390282
2012-02-28,102.232,102.436,102.232,84.93,268500,70.531494
2012-02-29,102.016,102.016,101.536,84.599998,213600,70.447342
2012-03-01,101.548,101.716,101.404,84.629997,160100,70.472321
2012-03-02,101.548,102.004,101.548,84.879997,171200,70.68055
2012-03-05,101.908,101.908,101.488,84.709999,370800,70.53894
2012-03-06,101.848,101.848,101.596,84.620003,173500,70.464012
2012-03-07,101.668,101.776,101.536,84.669998,238400,70.5056
2012-03-08,101.716,101.716,101.488,84.599998,222500,70.447342
2012-03-09,101.476,101.536,101.26,84.550003,420800,70.405739
2012-03-12,101.62,101.62,101.416,84.5,149300,70.364098
2012-03-13,101.368,101.368,101.079,84.25,360300,70.155945
2012-03-14,100.983,100.983,100.395,83.699997,317700,69.697891
2012-03-15,100.287,100.731,100.287,83.730003,168500,69.7229
2012-03-16,100.467,100.683,100.287,83.830002,163700,69.806183
2012-03-19,100.575,100.599,100.203,83.529999,1071200,69.556335
2012-03-20,99.891,100.347,99.698,83.349998,189600,69.406464
2012-03-21,100.347,100.539,100.191,83.699997,111900,69.697891
2012-03-22,100.623,100.623,100.443,83.699997,135200,69.697891
2012-03-23,100.671,100.743,100.527,83.809998,136800,69.789513
2012-03-26,100.863,100.863,100.491,83.889999,207500,69.856117
2012-03-27,100.635,101.176,100.635,84.220001,372200,70.130943
2012-03-28,101.104,101.26,100.887,84.129997,154200,70.055962
2012-03-29,101.236,101.308,101.116,84.360001,120900,70.247475
2012-03-30,100.768,100.768,100.193,83.75,188400,69.938515
2012-04-02,100.457,100.564,100.073,83.660004,751600,69.863388
2012-04-03,100.385,100.552,99.714,83.360001,127800,69.612854
2012-04-04,100.026,100.301,99.99,83.760002,212500,69.946877
2012-04-05,100.421,100.469,100.157,83.860001,757700,70.03038
2012-04-09,101.007,101.007,100.696,84.279999,140900,70.381111
2012-04-10,101.067,101.115,100.852,84.43,188600,70.506393
2012-04-11,100.936,100.972,100.648,84.32,154400,70.414497
2012-04-12,100.995,100.995,100.84,84.269997,185300,70.372772
2012-04-13,101.127,101.271,101.019,84.510002,215100,70.573189
2012-04-16,101.247,101.379,101.127,84.510002,209300,70.573189
2012-04-17,101.055,101.103,100.912,84.419998,272600,70.498009
2012-04-18,101.187,101.247,101.091,84.5,146100,70.56485
2012-04-19,101.307,101.343,101.211,84.599998,166600,70.648376
2012-04-20,101.247,101.343,101.103,84.629997,154900,70.673393
2012-04-23,101.427,101.427,101.259,84.599998,140600,70.648376
2012-04-24,101.319,101.355,101.235,84.57,153400,70.623299
2012-04-25,101.259,101.379,101.067,84.580002,206100,70.631645
2012-04-26,101.451,101.654,101.379,84.82,200500,70.832062
2012-04-27,101.522,101.738,101.486,84.959999,149000,70.948975
2012-04-30,101.165,101.237,101.01,84.730003,176600,70.96492
2012-05-01,101.476,101.476,101.01,84.769997,281000,70.998421
2012-05-02,101.285,101.404,101.237,84.93,189000,71.132408
2012-05-03,101.296,101.488,101.273,84.970001,173100,71.165901
2012-05-04,101.607,101.702,101.44,85.150002,492200,71.31665
2012-05-07,101.631,101.667,101.523,85.120003,140900,71.291512
2012-05-08,101.643,101.774,101.499,85.050003,249700,71.232925
2012-05-09,101.786,101.786,101.368,84.970001,556900,71.165901
2012-05-10,101.344,101.356,101.07,84.870003,263000,71.082176
2012-05-11,101.535,101.655,101.44,85.089996,270000,71.266411
2012-05-14,101.667,101.726,101.488,85.160004,227000,71.325043
2012-05-15,101.643,101.643,101.392,85.040001,226800,71.224533
2012-05-16,101.225,101.44,101.129,84.879997,172000,71.090538
2012-05-17,100.95,101.225,100.891,84.519997,258400,70.789009
2012-05-18,100.879,100.986,100.604,84.419998,187000,70.705261
2012-05-21,100.592,100.628,100.473,84.18,181600,70.504265
2012-05-22,100.389,100.544,100.305,84.209999,174100,70.529381
2012-05-23,100.568,100.711,100.473,84.230003,124100,70.546127
2012-05-24,100.508,100.58,100.401,84.199997,337600,70.521004
2012-05-25,100.711,100.879,100.604,84.459999,176000,70.738754
2012-05-29,100.902,101.01,100.759,84.389999,94700,70.68013
2012-05-30,101.129,101.32,101.07,84.839996,223800,71.056999
2012-05-31,100.948,101.103,100.769,84.830002,229600,71.251884
2012-06-01,100.996,101.258,100.853,85.010002,227800,71.403076
2012-06-04,101.079,101.079,100.781,84.720001,229700,71.159508
2012-06-05,100.615,100.805,100.543,84.57,213800,71.033539
2012-06-06,100.603,100.722,100.305,84.440002,288000,70.924309
2012-06-07,100.603,100.746,100.543,84.550003,142300,71.016724
2012-06-08,101.055,101.15,100.805,84.730003,151300,71.167908
2012-06-11,100.96,101.174,100.888,84.900002,149600,71.310707
2012-06-12,100.912,100.924,100.722,84.639999,168100,71.092293
2012-06-13,100.71,100.96,100.603,84.779999,178200,71.209923
2012-06-14,101.007,101.007,100.781,84.739998,137600,71.176315
2012-06-15,101.198,101.317,101.115,85.099998,129400,71.478691
2012-06-18,101.353,101.389,101.15,85.160004,125900,71.529053
2012-06-19,101.412,101.412,101.115,85.089996,203100,71.470261
2012-06-20,101.21,101.424,101.031,85.139999,184300,71.512268
2012-06-21,101.579,101.758,101.448,85.300003,221500,71.646675
2012-06-22,101.424,101.508,101.329,85.220001,259200,71.579468
2012-06-25,101.591,101.698,101.519,85.349998,309100,71.688667
2012-06-26,101.436,101.519,101.329,85.160004,201200,71.529053
2012-06-27,101.519,101.519,101.305,85.190002,180200,71.55426
2012-06-28,101.627,101.686,101.531,85.370003,194900,71.705482
2012-06-29,101.018,101.172,100.911,85.209999,236600,71.774529
2012-07-02,101.35,101.766,101.303,85.660004,454400,72.153595
2012-07-03,101.695,101.802,101.612,85.699997,135600,72.187263
2012-07-05,101.79,101.92,101.754,85.82,176800,72.288361
2012-07-06,102.086,102.158,101.861,86.010002,289400,72.448402
2012-07-09,102.098,102.217,102.039,86.089996,174400,72.51577
2012-07-10,102.158,102.241,102.087,86.080002,159300,72.507324
2012-07-11,102.443,102.443,102.146,86.209999,246100,72.616837
2012-07-12,102.395,102.514,102.193,86.339996,229400,72.726372
2012-07-13,102.538,102.549,102.371,86.360001,175100,72.743195
2012-07-16,102.633,102.858,102.633,86.529999,499900,72.886436
2012-07-17,102.692,102.918,102.692,86.650002,152600,72.987473
2012-07-18,103.119,103.167,102.953,86.839996,293700,73.147514
2012-07-19,103.107,103.238,102.906,86.68,371400,73.012749
2012-07-20,103.286,103.357,103.155,87.029999,225700,73.307571
2012-07-23,103.202,103.202,102.989,86.870003,167400,73.172791
2012-07-24,103.024,103.297,102.941,86.940002,270200,73.231735
2012-07-25,103.286,103.321,103.155,87.029999,164300,73.307571
2012-07-26,103.238,103.333,103.131,86.970001,207400,73.256996
2012-07-27,103.107,103.107,102.644,86.739998,183800,73.063286
2012-07-30,103.024,103.262,102.894,86.959999,199400,73.24855
2012-07-31,103.054,103.054,102.781,86.980003,327700,73.472481
2012-08-01,102.876,103.101,102.675,86.860001,264600,73.371086
2012-08-02,102.912,102.995,102.533,86.620003,236600,73.168343
2012-08-03,102.687,102.71,102.343,86.599998,169300,73.151474
2012-08-06,102.864,102.983,102.746,86.889999,756900,73.396423
2012-08-07,102.32,102.592,102.261,86.43,354400,73.007858
2012-08-08,102.32,102.509,102.213,86.360001,178700,72.94873
2012-08-09,102.189,102.32,101.941,86.379997,278800,72.965637
2012-08-10,102.592,102.592,102.403,86.580002,229000,73.134575
2012-08-13,102.604,102.604,102.45,86.57,159700,73.126129
2012-08-14,102.284,102.284,102.059,86.360001,303400,72.94873
2012-08-15,102,102.047,101.752,85.989998,268800,72.636177
2012-08-16,101.953,101.953,101.621,85.949997,412900,72.602425
2012-08-17,101.882,102.036,101.68,86.050003,188400,72.686859
2012-08-20,101.846,101.976,101.823,86.110001,203900,72.737541
2012-08-21,101.905,102.071,101.787,86.169998,271800,72.788239
2012-08-22,102.403,102.71,102.237,86.739998,442300,73.26973
2012-08-23,102.852,102.876,102.71,86.879997,533900,73.387962
2012-08-24,102.876,102.924,102.699,86.809998,323200,73.328842
2012-08-27,102.995,103.018,102.864,86.93,334600,73.430214
2012-08-28,103.054,103.125,102.935,87.040001,303600,73.523109
2012-08-29,103.137,103.137,102.876,87.089996,710600,73.565392
2012-08-30,103.113,103.172,102.959,86.980003,662200,73.472481
2012-08-31,102.584,103.009,102.478,87.25,577500,73.901871
2012-09-04,102.974,102.974,102.702,87.07,292700,73.749443
2012-09-05,102.749,102.82,102.643,87.010002,384600,73.698616
2012-09-06,102.572,102.572,102.194,86.760002,1243400,73.486862
2012-09-07,102.997,103.021,102.643,86.940002,537900,73.639313
2012-09-10,102.69,102.867,102.584,87,1026900,73.690125
2012-09-11,102.737,102.867,102.572,87.07,338200,73.749443
2012-09-12,102.608,102.714,102.549,86.900002,329800,73.605438
2012-09-13,102.761,103.056,102.36,87.199997,257500,73.859528
2012-09-14,102.903,102.915,102.56,86.989998,227800,73.681656
2012-09-17,102.832,103.08,102.785,87.269997,201600,73.9188
2012-09-18,103.245,103.351,103.068,87.470001,422800,74.088226
2012-09-19,103.505,103.505,103.328,87.639999,262600,74.232193
2012-09-20,103.588,103.588,103.21,87.529999,186800,74.139046
2012-09-21,103.21,103.517,103.162,87.68,251200,74.266121
2012-09-24,103.599,103.647,103.481,87.75,428500,74.325386
2012-09-25,103.529,103.658,103.316,87.769997,336100,74.342339
2012-09-26,103.576,103.753,103.54,87.800003,155900,74.367714
2012-09-27,103.54,103.765,103.493,87.699997,747400,74.283058
2012-09-28,103.213,103.284,103.06,87.669998,253500,74.458862
2012-10-01,103.308,103.59,103.284,87.849998,567000,74.611725
2012-10-02,103.614,103.708,103.496,88.050003,245000,74.781586
2012-10-03,103.696,103.79,103.626,88.029999,895200,74.764565
2012-10-04,103.755,103.849,103.637,88.099998,916900,74.824036
2012-10-05,103.637,103.72,103.484,87.959999,319600,74.705116
2012-10-08,103.602,103.743,103.496,88.080002,233200,74.807091
2012-10-09,103.625,103.767,103.578,88.080002,161600,74.807091
2012-10-10,103.59,103.92,103.52,88.260002,151200,74.959946
2012-10-11,103.661,104.097,103.661,88.360001,182100,75.044861
2012-10-12,104.202,104.403,104.085,88.540001,314900,75.197739
2012-10-15,104.438,104.485,104.32,88.690002,280400,75.32515
2012-10-16,104.391,104.532,104.344,88.75,326500,75.376076
2012-10-17,104.544,104.556,104.356,88.699997,759800,75.333626
2012-10-18,104.391,104.473,104.238,88.580002,533700,75.231689
2012-10-19,104.367,104.45,104.226,88.589996,183000,75.240234
2012-10-22,104.226,104.226,103.908,88.269997,257200,74.968399
2012-10-23,103.991,104.167,103.861,88.43,413700,75.104324
2012-10-24,103.991,104.308,103.943,88.419998,231900,75.095825
2012-10-25,103.932,104.12,103.79,88.309998,558900,75.002419
2012-10-26,104.202,104.297,104.073,88.550003,254200,75.206238
2012-10-31,104.261,104.638,104.132,88.790001,243200,75.410057
2012-11-01,104.638,104.65,104.45,88.82,251900,75.435539
2012-11-02,104.063,104.11,103.664,88.599998,179700,75.443199
2012-11-05,104.204,104.216,104.04,88.599998,343600,75.443199
2012-11-06,103.91,104.004,103.617,88.25,180000,75.145172
2012-11-07,104.063,104.192,103.863,88.57,579800,75.417641
2012-11-08,103.934,104.016,103.793,88.43,266400,75.298462
2012-11-09,104.016,104.039,103.628,88.349998,320300,75.230354
2012-11-12,103.758,104.122,103.758,88.650002,387700,75.485764
2012-11-13,104.169,104.204,103.852,88.610001,337900,75.451736
2012-11-14,104.016,104.063,103.816,88.419998,445300,75.289955
2012-11-15,103.793,103.84,103.617,88.389999,577300,75.26442
2012-11-16,103.863,104.051,103.828,88.510002,160600,75.366585
2012-11-19,103.875,104.063,103.793,88.610001,160000,75.451736
2012-11-20,103.84,103.922,103.617,88.279999,177200,75.170731
2012-11-21,103.617,103.664,103.476,88.199997,209200,75.102615
2012-11-23,103.605,103.769,103.535,88.309998,124400,75.196274
2012-11-26,103.84,103.922,103.581,88.220001,355600,75.119637
2012-11-27,103.758,103.934,103.605,88.5,262900,75.358086
2012-11-28,104.051,104.11,103.875,88.550003,221900,75.400635
2012-11-29,104.098,104.216,103.993,88.68,163300,75.511322
2012-11-30,103.641,103.699,103.535,88.459999,309800,75.519852
2012-12-03,103.43,103.547,103.336,88.379997,213500,75.451591
2012-12-04,103.559,103.723,103.559,88.540001,176000,75.588158
2012-12-05,103.793,103.91,103.77,88.699997,297400,75.724754
2012-12-06,103.98,103.992,103.863,88.709999,212600,75.733307
2012-12-07,103.77,103.852,103.664,88.5,234800,75.554039
2012-12-10,103.828,103.84,103.594,88.470001,344600,75.528381
2012-12-11,103.84,103.91,103.746,88.610001,371700,75.647934
2012-12-12,103.887,103.922,103.512,88.410004,484800,75.477188
2012-12-13,103.453,103.582,103.43,88.32,296300,75.400368
2012-12-14,103.559,103.653,103.489,88.489998,227400,75.545486
2012-12-17,103.489,103.582,103.161,88.129997,271000,75.238159
2012-12-18,103.161,103.254,102.809,87.769997,423300,74.930794
2012-12-19,103.043,103.278,103.043,88.019997,314400,75.144257
2012-12-20,103.336,103.395,103.137,88.199997,198200,75.29789
2012-12-21,103.547,103.606,103.395,88.339996,286500,75.417389
2012-12-24,102.006,102.029,101.832,87.690002,145000,75.42601
2012-12-26,101.867,102.169,101.867,87.860001,144000,75.572266
2012-12-27,102.134,102.134,101.727,87.800003,238900,75.520645
2012-12-28,102.285,102.529,102.227,88.190002,389200,75.85611
2012-12-31,102.425,102.448,101.913,87.660004,629600,75.40023
2013-01-02,102.343,102.448,102.064,88.089996,2057500,75.770119
2013-01-03,102.367,102.413,101.948,87.730003,1152000,75.460434
2013-01-04,101.913,102.122,101.82,87.82,1274500,75.537849
2013-01-07,102.122,102.134,101.913,87.690002,608400,75.42601
2013-01-08,102.053,102.227,102.018,87.919998,501900,75.623848
2013-01-09,102.227,102.297,101.995,87.860001,376500,75.572266
2013-01-10,101.762,101.971,101.75,87.620003,382300,75.365829
2013-01-11,101.774,101.995,101.75,87.68,519600,75.417397
2013-01-14,102.169,102.181,101.785,87.57,410900,75.322807
2013-01-15,101.971,102.076,101.878,87.760002,220200,75.486221
2013-01-16,102.204,102.204,101.948,87.800003,437300,75.520645
2013-01-17,101.878,101.936,101.727,87.559998,493200,75.314209
2013-01-18,101.96,101.995,101.774,87.709999,586600,75.443214
2013-01-22,101.902,102.099,101.843,87.709999,256100,75.443214
2013-01-23,102.099,102.099,101.902,87.760002,379700,75.486221
2013-01-24,102.076,102.099,101.867,87.779999,334500,75.503433
2013-01-25,101.774,101.809,101.564,87.459999,273400,75.228188
2013-01-28,101.262,101.437,101.204,87.129997,336400,74.944344
2013-01-29,101.262,101.425,101.181,87.089996,653500,74.909935
2013-01-30,101.204,101.239,100.971,87.050003,494000,74.875549
2013-01-31,100.715,100.75,100.53,86.839996,240500,74.88501
2013-02-01,100.947,101.028,100.425,86.599998,445500,74.678062
2013-02-04,100.402,100.843,100.402,86.860001,322100,74.902252
2013-02-05,100.657,100.727,100.518,86.800003,305300,74.850525
2013-02-06,100.889,100.889,100.622,86.959999,259900,74.988533
2013-02-07,100.704,101.005,100.704,86.940002,227200,74.971252
2013-02-08,100.796,101.005,100.738,86.980003,406300,75.005737
2013-02-11,100.97,101.04,100.843,87.089996,169900,75.100601
2013-02-12,100.75,100.924,100.738,87,268400,75.02301
2013-02-13,100.646,100.819,100.564,86.739998,403800,74.798805
2013-02-14,100.518,100.773,100.472,86.870003,381700,74.910873
2013-02-15,100.877,100.877,100.646,86.900002,226600,74.936768
2013-02-19,100.843,100.877,100.657,86.839996,257200,74.88501
2013-02-20,100.703,100.866,100.634,86.959999,236000,74.988533
2013-02-21,100.843,100.959,100.808,86.980003,222700,75.005737
2013-02-22,100.97,101.109,100.912,87.18,377800,75.1782
2013-02-25,100.993,101.492,100.877,87.330002,280200,75.307564
2013-02-26,101.272,101.562,101.272,87.330002,224900,75.307564
2013-02-27,101.666,101.666,101.283,87.370003,158900,75.342064
2013-02-28,100.929,100.929,100.721,87.269997,163400,75.485634
2013-03-01,101.033,101.114,100.894,87.459999,243200,75.649979
2013-03-04,101.044,101.067,100.906,87.370003,304600,75.572166
2013-03-05,101.044,101.102,100.882,87.379997,171300,75.580811
2013-03-06,100.882,100.987,100.79,87.239998,224800,75.459694
2013-03-07,100.813,100.813,100.559,87.089996,270800,75.329948
2013-03-08,100.374,100.455,100.258,86.779999,229400,75.061829
2013-03-11,100.328,100.397,100.258,86.769997,541400,75.053154
2013-03-12,100.501,100.559,100.362,86.93,207100,75.191566
2013-03-13,100.524,100.524,100.304,86.82,531900,75.096405
2013-03-14,100.27,100.778,100.258,87.169998,3e+05,75.399132
2013-03-15,100.385,100.698,100.374,87.050003,198800,75.295357
2013-03-18,100.894,100.929,100.698,87.300003,183500,75.511574
2013-03-19,100.871,101.079,100.813,87.349998,200200,75.554832
2013-03-20,100.871,100.975,100.698,87.220001,498700,75.442406
2013-03-21,100.929,101.183,100.929,87.410004,687700,75.60675
2013-03-22,101.102,101.16,100.952,87.43,290900,75.624031
2013-03-25,100.987,101.183,100.894,87.470001,600600,75.658653
2013-03-26,100.998,101.148,100.917,87.43,570300,75.624031
2013-03-27,101.299,101.414,101.229,87.690002,662900,75.848946
2013-03-28,100.833,100.868,100.672,87.370003,308800,75.773506
2013-04-01,100.741,100.81,100.557,87.239998,1437400,75.660736
2013-04-02,100.684,100.707,100.545,87.199997,351200,75.62606
2013-04-03,100.741,100.926,100.695,87.370003,846600,75.773506
2013-04-04,100.983,101.041,100.822,87.510002,4694800,75.894897
2013-04-05,101.179,101.375,101.064,87.809998,868700,76.155067
2013-04-08,101.352,101.364,101.226,87.809998,1735900,76.155067
2013-04-09,101.375,101.41,101.283,87.900002,351100,76.233139
2013-04-10,101.26,101.341,101.099,87.68,369600,76.042336
2013-04-11,101.306,101.387,101.203,87.809998,462100,76.155067
2013-04-12,101.468,101.756,101.468,88.239998,214800,76.528008
2013-04-15,101.744,101.791,101.571,88.220001,196100,76.510658
2013-04-16,101.721,101.825,101.698,88.279999,188000,76.562714
2013-04-17,101.767,101.952,101.733,88.360001,359400,76.632088
2013-04-18,101.952,102.021,101.883,88.379997,302600,76.649437
2013-04-19,102.01,102.044,101.906,88.5,169800,76.753517
2013-04-22,102.033,102.102,101.975,88.529999,226700,76.779518
2013-04-23,102.24,102.321,102.113,88.669998,213200,76.900902
2013-04-24,102.171,102.332,102.16,88.75,210800,76.970322
2013-04-25,102.275,102.332,102.16,88.75,316400,76.970322
2013-04-26,102.494,102.609,102.402,88.970001,316900,77.161125
2013-04-29,102.598,102.632,102.528,88.980003,656800,77.169785
2013-04-30,102.244,102.244,101.968,88.730003,481100,77.149796
2013-05-01,102.267,102.359,102.14,88.919998,654400,77.315002
2013-05-02,102.313,102.359,102.221,88.910004,544800,77.306297
2013-05-03,102.117,102.117,101.853,88.650002,734900,77.080246
2013-05-06,101.876,101.876,101.646,88.410004,864800,76.871567
2013-05-07,101.726,101.749,101.623,88.360001,376300,76.828079
2013-05-08,101.703,101.749,101.6,88.43,414400,76.888939
2013-05-09,101.703,101.807,101.542,88.349998,479700,76.819397
2013-05-10,101.473,101.473,100.956,88.010002,985000,76.523735
2013-05-13,100.99,101.151,100.99,87.910004,587700,76.436821
2013-05-14,101.094,101.186,100.76,87.610001,621500,76.175972
