"Date","PXH.Open","PXH.High","PXH.Low","PXH.Close","PXH.Volume","PXH.Adjusted"
2009-07-06,20.249,20.655,20.177,17.25,61400,14.448076
2009-07-07,20.643,20.643,19.974,16.82,61500,14.087917
2009-07-08,20.249,20.249,19.27,16.35,260500,13.694264
2009-07-09,19.688,20.189,19.688,16.76,41800,14.037666
2009-07-10,20.046,20.046,19.676,16.76,37300,14.037666
2009-07-13,20.034,20.058,19.545,16.719999,83100,14.004162
2009-07-14,20.177,20.404,20.094,16.98,43500,14.221931
2009-07-15,20.643,21.443,20.643,17.950001,66200,15.034374
2009-07-16,21.443,21.574,21.109,17.959999,44500,15.042751
2009-07-17,21.622,21.765,21.455,18.129999,46700,15.185135
2009-07-20,22.1,22.518,22.1,18.85,59600,15.78819
2009-07-21,22.565,22.852,22.159,18.85,136500,15.78819
2009-07-22,22.494,22.721,22.207,18.940001,38400,15.863566
2009-07-23,22.661,23.389,22.661,19.51,236400,16.340982
2009-07-24,23.317,23.317,22.9,19.440001,45800,16.282354
2009-07-27,23.58,23.58,23.031,19.700001,147600,16.500118
2009-07-28,23.592,23.592,23.043,19.66,67600,16.466618
2009-07-29,23.27,23.329,22.685,19.17,108500,16.056208
2009-07-30,23.031,23.747,23.019,19.780001,256400,16.567127
2009-07-31,23.7,24.082,23.437,19.9,181100,16.667633
2009-08-03,24.595,24.858,24.464,20.809999,128300,17.429827
2009-08-04,24.667,24.75,24.273,20.469999,100600,17.145052
2009-08-05,24.32,24.32,23.831,20.280001,73200,16.985916
2009-08-06,24.368,24.488,23.867,20.110001,44800,16.843529
2009-08-07,23.914,24.392,23.914,20.1,198200,16.835154
2009-08-10,24.058,24.464,23.64,19.950001,96500,16.709517
2009-08-11,23.819,23.819,23.186,19.620001,62300,16.433115
2009-08-12,23.556,23.676,22.864,19.719999,96700,16.516872
2009-08-13,24.201,24.201,23.616,19.799999,98000,16.583874
2009-08-14,23.771,23.819,23.341,19.719999,74000,16.516872
2009-08-17,23.103,23.103,22.135,18.75,146700,15.704432
2009-08-18,22.541,22.888,22.541,19.16,78800,16.047834
2009-08-19,22.625,23.079,22.458,19.200001,53300,16.081343
2009-08-20,23.031,23.532,23.031,19.700001,77800,16.500118
2009-08-21,23.556,23.819,23.485,19.889999,70000,16.659264
2009-08-24,23.831,24.153,23.747,20.01,104200,16.759768
2009-08-25,24.046,24.225,23.819,20.040001,88800,16.784895
2009-08-26,23.962,23.962,23.568,19.940001,29500,16.701145
2009-08-27,23.771,23.879,23.389,20,57900,16.751392
2009-08-28,24.201,24.201,23.568,19.889999,62100,16.659264
2009-08-31,23.688,23.747,23.15,19.469999,53000,16.30748
2009-09-01,23.198,23.58,22.601,18.93,167500,15.855195
2009-09-02,22.541,23.103,22.458,19.219999,75600,16.098089
2009-09-03,23.317,23.532,23.031,19.690001,42500,16.491745
2009-09-04,23.508,23.926,23.473,19.969999,49400,16.726267
2009-09-08,24.285,24.499,24.249,20.469999,47600,17.145052
2009-09-09,24.714,24.714,24.476,20.629999,54600,17.279057
2009-09-10,24.87,24.917,24.476,20.870001,34300,17.480076
2009-09-11,25.049,25.443,24.81,20.950001,55700,17.547085
2009-09-14,24.977,25.001,24.607,20.940001,44200,17.53871
2009-09-15,25.872,25.872,25.037,21.219999,56000,17.773224
2009-09-16,25.765,26.016,25.61,21.74,58900,18.208765
2009-09-17,25.753,26.159,25.741,21.66,49200,18.141756
2009-09-18,25.837,25.884,25.67,21.620001,50100,18.158556
2009-09-21,25.527,25.908,25.241,21.5,75800,18.05777
2009-09-22,26.098,26.098,25.765,21.780001,43300,18.292944
2009-09-23,25.979,26.063,25.706,21.59,76100,18.133356
2009-09-24,25.956,25.956,25.015,21.15,125700,17.763805
2009-09-25,25.158,25.408,24.884,21.16,72400,17.772203
2009-09-28,25.182,25.539,25.086,21.34,48700,17.923386
2009-09-29,25.479,25.658,25.336,21.42,179200,17.990578
2009-09-30,25.777,25.872,25.253,21.459999,260200,18.024166
2009-10-01,25.229,25.372,24.705,20.809999,49300,17.478241
2009-10-02,24.36,24.765,24.229,20.68,59900,17.369053
2009-10-05,25.086,25.325,24.741,21.17,40300,17.780598
2009-10-06,25.515,25.86,25.456,21.469999,169800,18.03257
2009-10-07,25.717,25.813,25.194,21.41,116100,17.982176
2009-10-08,26.003,26.003,25.551,21.76,306800,18.276138
2009-10-09,26.146,26.229,25.92,21.879999,76400,18.376932
2009-10-12,26.349,26.349,26.003,22.02,38700,18.494509
2009-10-13,26.301,26.337,25.991,22.1,33000,18.561712
2009-10-14,26.956,27.241,26.789,22.879999,52500,19.21682
2009-10-15,27.039,27.158,26.837,22.799999,57300,19.14963
2009-10-16,26.849,26.872,26.491,22.469999,67900,18.872467
2009-10-19,26.849,27.361,26.849,22.950001,108200,19.275618
2009-10-20,27.241,27.289,26.634,22.58,76200,18.964851
2009-10-21,26.777,27.182,26.646,22.459999,78500,18.864067
2009-10-22,26.36,26.801,26.36,22.43,52200,18.838871
2009-10-23,26.872,27.158,26.515,22.34,46500,18.763279
2009-10-26,26.872,27.099,26.253,22.280001,60700,18.712891
2009-10-27,26.634,26.634,25.896,21.809999,64900,18.318138
2009-10-28,25.527,25.706,24.515,20.6,172600,17.301859
2009-10-29,24.92,25.729,24.872,21.559999,70500,18.108156
2009-10-30,25.277,25.325,24.289,20.49,68000,17.209471
2009-11-02,24.622,25.134,24.491,20.9,54700,17.553833
2009-11-03,24.586,24.944,24.182,20.82,43100,17.486633
2009-11-04,25.253,25.765,25.253,21.4,72100,17.973776
2009-11-05,25.825,25.956,25.598,21.799999,41100,18.309736
2009-11-06,25.777,26.134,25.777,21.870001,71400,18.368534
2009-11-09,26.563,26.825,26.42,22.52,62700,18.914463
2009-11-10,26.706,26.884,26.527,22.469999,59300,18.872467
2009-11-11,27.265,27.265,26.837,22.65,44000,19.023649
2009-11-12,26.968,26.968,26.444,22.24,36100,18.679293
2009-11-13,26.896,27.003,26.563,22.66,50200,19.032045
2009-11-16,27.265,27.777,27.265,23.23,79200,19.510786
2009-11-17,27.587,27.587,27.241,23.139999,108100,19.435198
2009-11-18,27.587,27.753,27.289,23.01,55600,19.326012
2009-11-19,27.087,27.361,26.67,22.59,66900,18.973251
2009-11-20,26.753,26.884,26.634,22.49,173700,18.889269
2009-11-23,27.361,27.48,27.075,22.809999,96100,19.158024
2009-11-24,27.361,27.361,26.718,22.719999,62500,19.082436
2009-11-25,27.218,27.313,26.777,22.93,39900,19.25882
2009-11-27,26.408,26.432,25.491,22.040001,100700,18.511309
2009-11-30,26.42,26.67,26.039,21.870001,105800,18.368534
2009-12-01,26.67,27.158,26.634,22.74,59400,19.099237
2009-12-02,27.491,27.491,27.122,22.879999,75100,19.21682
2009-12-03,27.289,27.73,26.968,22.690001,39700,19.057245
2009-12-04,27.539,27.682,26.944,22.92,60800,19.25042
2009-12-07,27.372,27.42,27.027,22.77,69900,19.124437
2009-12-08,26.968,27.075,26.563,22.4,50300,18.813673
2009-12-09,26.765,26.801,26.539,22.51,94200,18.906063
2009-12-10,26.741,27.051,26.741,22.65,26100,19.023649
2009-12-11,27.158,27.194,26.991,22.73,22500,19.090841
2009-12-14,27.396,27.396,27.027,22.959999,39000,19.284019
2009-12-15,27.087,27.253,27.027,22.780001,59000,19.132839
2009-12-16,27.063,27.42,27.051,22.83,79300,19.174829
2009-12-17,26.718,26.908,26.432,22.200001,77900,18.645699
2009-12-18,26.519,26.614,26.128,22.23,31300,18.760471
2009-12-21,26.578,26.602,26.128,22.26,42700,18.785788
2009-12-22,26.424,26.685,26.377,22.450001,181300,18.946135
2009-12-23,26.768,26.922,26.685,22.68,34500,19.140234
2009-12-24,27.419,27.419,27.076,22.959999,27800,19.376532
2009-12-28,27.455,27.455,27.171,23.030001,34000,19.43561
2009-12-29,27.574,27.574,26.898,22.98,50100,19.393421
2009-12-30,26.756,27.254,26.756,22.92,64800,19.342775
2009-12-31,27.301,27.419,27.005,23.01,20500,19.41873
2010-01-04,27.408,28.095,27.408,23.68,116200,19.984158
2010-01-05,28.178,28.391,28.13,23.93,46200,20.195141
2010-01-06,28.486,28.616,28.403,24.1,76600,20.33861
2010-01-07,28.32,28.379,27.941,23.889999,60300,20.161388
2010-01-08,28.403,28.45,28.107,24.01,165300,20.262655
2010-01-11,28.747,28.747,28.32,23.99,42400,20.245777
2010-01-12,28.237,28.237,27.941,23.68,153900,19.984158
2010-01-13,28.059,28.119,27.728,23.709999,97900,20.009478
2010-01-14,27.965,28.024,27.87,23.59,76600,19.908207
2010-01-15,27.905,27.905,27.467,23.379999,54000,19.730982
2010-01-19,27.787,28.202,27.526,23.690001,93400,19.992599
2010-01-20,27.656,27.704,27.313,23.26,57100,19.629709
2010-01-21,27.408,27.514,26.673,22.58,54300,19.055841
2010-01-22,26.697,26.697,25.998,21.940001,77600,18.515732
2010-01-25,26.543,26.543,25.559,22.1,54500,18.650761
2010-01-26,25.784,25.986,25.488,21.6,71800,18.228794
2010-01-27,25.595,25.618,24.469,21.469999,220200,18.119081
2010-01-28,25.642,25.784,25.156,21.379999,65500,18.043131
2010-01-29,25.784,25.867,25.038,21.200001,65000,17.891224
2010-02-01,25.227,25.808,25.227,21.75,76300,18.355389
2010-02-02,25.844,25.986,25.559,21.879999,53200,18.46509
2010-02-03,26.092,26.199,25.82,21.790001,113900,18.389141
2010-02-04,25.618,25.618,24.611,20.790001,2004700,17.545218
2010-02-05,24.516,24.647,23.651,20.540001,429600,17.334232
2010-02-08,24.137,24.505,24.078,20.32,356200,17.148575
2010-02-09,24.706,25.073,24.386,21.120001,228200,17.823708
2010-02-10,25.156,25.239,24.706,20.959999,128000,17.688681
2010-02-11,25.133,25.547,24.967,21.549999,36200,18.186602
2010-02-12,25.109,25.275,24.884,21.280001,42300,17.958742
2010-02-16,25.417,25.938,25.417,21.860001,237500,18.448212
2010-02-17,26.199,26.235,25.915,21.92,87200,18.498852
2010-02-18,25.926,26.14,25.808,22.01,110800,18.574802
2010-02-19,25.784,25.926,25.607,21.790001,113700,18.389141
2010-02-22,25.974,26.033,25.784,21.85,90000,18.439777
2010-02-23,26.045,26.045,25.192,21.26,65100,17.941858
2010-02-24,25.381,25.464,25.204,21.43,83600,18.085325
2010-02-25,24.706,25.144,24.54,21.200001,61100,17.891224
2010-02-26,25.31,25.405,25.097,21.389999,143200,18.051571
2010-03-01,25.607,25.891,25.37,21.82,53700,18.414457
2010-03-02,26.116,26.223,26.021,22.040001,75800,18.600126
2010-03-03,26.412,26.531,26.152,22.18,1445500,18.718277
2010-03-04,26.353,26.353,25.962,21.99,1112500,18.55793
2010-03-05,26.483,26.791,26.282,22.610001,209900,19.081163
2010-03-08,26.791,26.981,26.768,22.73,143000,19.18243
2010-03-09,26.851,27.111,26.791,22.790001,63500,19.233068
2010-03-10,26.874,27.254,26.874,22.91,62000,19.334339
2010-03-11,27.052,27.135,26.791,22.9,56400,19.325893
2010-03-12,27.1,27.254,26.957,22.83,60000,19.266819
2010-03-15,26.934,26.934,26.59,22.639999,85700,19.106476
2010-03-16,26.863,27.135,26.768,22.9,115600,19.325893
2010-03-17,27.265,27.633,27.265,23.200001,71900,19.579077
2010-03-18,27.313,27.396,27.159,23.01,120400,19.41873
2010-03-19,26.937,27.305,26.831,22.74,52600,19.196703
2010-03-22,26.57,26.807,26.392,22.620001,924000,19.095415
2010-03-23,26.712,26.973,26.653,22.700001,77500,19.162947
2010-03-24,26.712,26.724,26.499,22.379999,27300,18.892803
2010-03-25,26.736,26.736,26.25,22.18,145400,18.723967
2010-03-26,26.511,26.535,26.203,22.219999,129900,18.757736
2010-03-29,26.76,26.831,26.487,22.6,107200,19.078524
2010-03-30,26.854,27.127,26.854,22.860001,71900,19.29801
2010-03-31,26.771,27.257,26.771,22.959999,44100,19.382429
2010-04-01,27.459,27.802,27.459,23.440001,230200,19.787642
2010-04-05,27.956,28.098,27.838,23.68,62100,19.990242
2010-04-06,28.051,28.169,27.932,23.76,58100,20.057772
2010-04-07,28.217,28.217,27.814,23.59,72800,19.914261
2010-04-08,27.719,28.015,27.613,23.639999,44000,19.95647
2010-04-09,28.335,28.335,28.11,23.91,137200,20.184404
2010-04-12,28.074,28.3,28.074,23.780001,199400,20.074663
2010-04-13,27.956,28.075,27.778,23.639999,75300,19.95647
2010-04-14,28.086,28.359,28.086,23.9,96700,20.175962
2010-04-15,28.252,28.382,28.122,23.84,55400,20.125309
2010-04-16,28.027,28.027,27.305,23.18,102500,19.568153
2010-04-19,27.162,27.305,26.843,22.91,130800,19.340225
2010-04-20,27.518,27.624,27.305,23.209999,53000,19.593473
2010-04-21,27.293,27.459,27.174,23.08,45900,19.483734
2010-04-22,26.961,27.423,26.961,23.110001,78200,19.509052
2010-04-23,27.257,27.506,27.198,23.209999,75900,19.593473
2010-04-26,27.613,27.802,27.589,23.34,63400,19.703222
2010-04-27,27.423,27.423,26.617,22.469999,99700,18.968781
2010-04-28,26.807,26.914,26.582,22.629999,76000,19.103853
2010-04-29,26.795,27.233,26.795,22.92,93700,19.348667
2010-04-30,27.245,27.316,26.914,22.73,37200,19.188267
2010-05-03,26.89,27.091,26.866,22.84,66500,19.28113
2010-05-04,26.558,26.665,25.942,22.01,305500,18.580458
2010-05-05,25.386,25.836,25.255,21.58,170500,18.217459
2010-05-06,25.492,25.575,22.045,20.49,1266000,17.297297
2010-05-07,24.829,24.876,23.893,20.549999,196600,17.347948
2010-05-10,26.227,26.227,25.528,21.959999,322600,18.538246
2010-05-11,25.847,25.883,25.445,21.6,104500,18.234343
2010-05-12,25.895,25.93,25.729,21.889999,77500,18.479158
2010-05-13,25.812,26.037,25.682,21.68,64500,18.301876
2010-05-14,25.516,25.622,24.924,21.23,104400,17.921993
2010-05-17,25.101,25.184,24.497,21.07,83500,17.786926
2010-05-18,25.528,25.528,24.533,20.780001,66100,17.542118
2010-05-19,24.379,24.497,23.988,20.5,120500,17.305742
2010-05-20,23.502,23.668,23.123,19.58,177700,16.529089
2010-05-21,22.768,23.763,22.768,20.02,401300,16.90053
2010-05-24,23.786,24.13,23.774,20.07,64100,16.942749
2010-05-25,23.005,23.431,22.697,19.77,129200,16.689486
2010-05-26,23.94,24.142,23.549,20,184100,16.883652
2010-05-27,24.509,24.888,24.296,21.01,129400,17.736279
2010-05-28,24.829,24.935,24.509,20.700001,125700,17.474581
2010-06-01,24.189,24.663,24.071,20.43,100700,17.246649
2010-06-02,24.248,24.9,24.225,21.02,565300,17.744722
2010-06-03,24.935,25.16,24.568,21.01,503500,17.736279
2010-06-04,24.319,24.533,24,20.26,68100,17.103138
2010-06-07,24.082,24.154,23.632,19.950001,45100,16.841444
2010-06-08,23.715,24.189,23.644,20.35,231300,17.179119
2010-06-09,24.45,24.616,24,20.309999,256600,17.145346
2010-06-10,24.142,24.888,24.142,20.950001,76200,17.685623
2010-06-11,24.58,25.078,24.58,21.17,31600,17.871347
2010-06-14,25.48,25.48,25.03,21.129999,64800,17.837576
2010-06-15,25.492,25.788,25.338,21.75,282400,18.36097
2010-06-16,25.705,25.871,25.528,21.799999,47800,18.403183
2010-06-17,25.776,25.8,25.468,21.67,26700,18.293438
2010-06-18,25.521,25.734,25.462,21.700001,54100,18.340769
2010-06-21,26.515,26.515,25.994,22.08,58200,18.66194
2010-06-22,26.006,26.148,25.544,21.6,117900,18.25625
2010-06-23,25.734,25.805,25.462,21.780001,173800,18.408382
2010-06-24,25.651,25.651,25.296,21.42,42800,18.104113
2010-06-25,25.331,25.627,25.213,21.639999,35800,18.290051
2010-06-28,25.533,25.651,25.414,21.540001,17600,18.205536
2010-06-29,24.894,24.894,24.373,20.67,92200,17.470215
2010-06-30,24.574,24.74,24.267,20.540001,43700,17.360338
2010-07-01,24.314,24.444,23.947,20.66,291000,17.46176
2010-07-02,24.491,24.574,24.267,20.66,172900,17.46176
2010-07-06,24.988,25.237,24.728,21.049999,132600,17.791386
2010-07-07,24.929,25.426,24.894,21.49,468500,18.163273
2010-07-08,25.438,25.462,25.095,21.450001,86000,18.129471
2010-07-09,25.544,25.745,25.426,21.76,57100,18.391479
2010-07-12,25.544,25.722,25.414,21.629999,138200,18.281601
2010-07-13,25.911,25.994,25.793,21.85,44500,18.467548
2010-07-14,25.722,25.911,25.627,21.85,44600,18.467548
2010-07-15,25.698,25.769,25.379,21.66,48000,18.306957
2010-07-16,25.379,25.544,25,21.129999,58000,17.859005
2010-07-19,25.154,25.32,25.024,21.370001,68200,18.061855
2010-07-20,25.071,25.816,25.071,21.82,44900,18.44219
2010-07-21,26.029,26.029,25.544,21.700001,57800,18.340769
2010-07-22,26.065,26.526,26.065,22.33,71500,18.873241
2010-07-23,26.42,26.633,26.219,22.51,107700,19.025375
2010-07-26,26.586,26.739,26.455,22.559999,37700,19.067635
2010-07-27,26.929,26.929,26.597,22.530001,21400,19.042278
2010-07-28,26.645,26.834,26.538,22.52,110600,19.033831
2010-07-29,26.787,26.976,26.455,22.59,378200,19.092993
2010-07-30,26.313,26.834,26.313,22.65,660700,19.143698
2010-08-02,27.201,27.591,27.201,23.309999,134200,19.70154
2010-08-03,27.355,27.437,27.106,23.1,439700,19.524042
2010-08-04,27.366,27.485,27.248,23.16,83900,19.574751
2010-08-05,27.26,27.319,27.094,23.059999,215400,19.490231
2010-08-06,27.035,27.319,26.976,23.059999,78300,19.490231
2010-08-09,27.331,27.461,27.307,23.17,89600,19.583208
2010-08-10,26.858,27.094,26.787,22.84,86600,19.304289
2010-08-11,26.526,26.526,26.124,22.129999,71300,18.704199
2010-08-12,25.828,26.231,25.828,22.16,144500,18.729561
2010-08-13,26.148,26.337,26.006,21.99,245100,18.585875
2010-08-16,26.029,26.337,26.029,22.209999,21200,18.771818
2010-08-17,26.668,26.704,26.467,22.49,52500,19.008472
2010-08-18,26.444,26.609,26.361,22.43,34200,18.95776
2010-08-19,26.479,26.633,26.231,22.290001,77100,18.839434
2010-08-20,26.231,26.361,26.136,22.280001,41700,18.830978
2010-08-23,26.467,26.467,26.077,22.040001,19700,18.628136
2010-08-24,25.757,25.899,25.604,21.74,46400,18.374578
2010-08-25,25.627,25.675,25.284,21.629999,64200,18.281601
2010-08-26,25.663,25.769,25.414,21.559999,14500,18.222441
2010-08-27,25.674,26.029,25.438,22,49900,18.594326
2010-08-30,25.947,26.006,25.639,21.709999,85900,18.349218
2010-08-31,25.615,25.887,25.592,21.83,226900,18.450645
2010-09-01,26.278,26.55,26.148,22.440001,64900,18.966213
2010-09-02,26.609,26.609,26.408,22.450001,57400,18.97467
2010-09-03,26.799,26.905,26.668,22.65,103200,19.143698
2010-09-07,26.68,26.692,26.361,22.290001,309500,18.839434
2010-09-08,26.597,26.775,26.597,22.51,159700,19.025375
2010-09-09,26.976,27.035,26.751,22.700001,51400,19.185965
2010-09-10,26.94,26.976,26.775,22.66,225800,19.152155
2010-09-13,27.284,27.485,27.284,23.15,71900,19.566299
2010-09-14,27.497,27.674,27.307,23.290001,197700,19.684631
2010-09-15,27.426,27.568,27.307,23.299999,67000,19.693083
2010-09-16,27.355,27.437,27.272,23.139999,55200,19.557852
2010-09-17,27.346,27.429,27.24,23.059999,77300,19.504566
2010-09-20,27.429,27.689,27.417,23.41,48200,19.800604
2010-09-21,27.772,27.819,27.559,23.450001,182600,19.834433
2010-09-22,27.772,27.914,27.571,23.360001,219400,19.758312
2010-09-23,27.488,27.701,27.417,23.24,56600,19.656809
2010-09-24,27.926,27.973,27.796,23.59,62800,19.952847
2010-09-27,27.997,28.008,27.867,23.59,35800,19.952847
2010-09-28,27.855,28.032,27.701,23.639999,119500,19.995138
2010-09-29,28.032,28.221,28.02,23.82,69800,20.147385
2010-09-30,28.41,28.458,28.15,23.940001,108200,20.248884
2010-10-01,28.6,28.753,28.505,24.290001,124000,20.544922
2010-10-04,28.824,28.848,28.552,24.209999,143700,20.477255
2010-10-05,28.942,29.309,28.895,24.780001,57900,20.959368
2010-10-06,29.191,29.344,29.167,24.76,48100,20.942455
2010-10-07,29.285,29.285,28.871,24.549999,37400,20.76483
2010-10-08,28.978,29.356,28.883,24.809999,32000,20.984745
2010-10-11,29.392,29.451,29.309,24.879999,27600,21.043949
2010-10-12,29.344,29.498,29.132,24.93,62500,21.086245
2010-10-13,29.723,30.077,29.723,25.370001,100600,21.458406
2010-10-14,29.971,30.137,29.853,25.35,108200,21.441486
2010-10-15,30.113,30.314,29.805,25.42,82400,21.50069
2010-10-18,29.841,30.089,29.735,25.4,142000,21.483774
2010-10-19,29.545,29.545,29.155,24.76,82600,20.942455
2010-10-20,29.368,29.699,29.368,25.09,184100,21.221575
2010-10-21,29.829,29.853,29.333,25.030001,66500,21.170828
2010-10-22,29.486,29.628,29.439,24.98,43100,21.128538
2010-10-25,29.971,30.03,29.817,25.290001,60800,21.390743
2010-10-26,29.664,30.042,29.664,25.379999,90900,21.466864
2010-10-27,29.534,29.545,29.096,24.889999,150700,21.052412
2010-10-28,29.616,29.675,29.38,25.02,75400,21.162367
2010-10-29,29.498,29.616,29.463,25.030001,73300,21.170828
2010-11-01,29.912,30.125,29.652,25.23,279500,21.339989
2010-11-02,30.03,30.184,30.03,25.51,73500,21.576813
2010-11-03,30.385,30.491,30.101,25.790001,141900,21.813648
2010-11-04,30.787,31.165,30.787,26.309999,144400,22.253469
2010-11-05,31.011,31.224,30.988,26.4,78300,22.329594
2010-11-08,31.059,31.118,30.964,26.32,72300,22.26193
2010-11-09,31.295,31.307,30.669,25.969999,167500,21.965899
2010-11-10,30.893,31,30.55,26.1,153400,22.075853
2010-11-11,30.716,30.822,30.657,26.059999,110600,22.042019
2010-11-12,30.468,30.479,30.006,25.5,97400,21.568357
2010-11-15,30.196,30.243,30.03,25.4,44600,21.483774
2010-11-16,29.687,29.687,29.013,24.629999,150900,20.832497
2010-11-17,29.191,29.415,29.12,24.690001,123800,20.883249
2010-11-18,29.711,29.9,29.652,25.25,75800,21.356905
2010-11-19,29.711,29.876,29.498,25.27,101500,21.373821
2010-11-22,29.723,29.853,29.427,25.09,52700,21.221575
2010-11-23,29.143,29.143,28.741,24.459999,76300,20.688711
2010-11-24,29.262,29.51,29.226,24.959999,56800,21.111614
2010-11-26,29.072,29.096,28.871,24.530001,66500,20.747915
2010-11-29,28.931,29.214,28.753,24.690001,70400,20.883249
2010-11-30,28.801,29.12,28.765,24.48,71300,20.705627
2010-12-01,29.498,29.77,29.486,25.129999,40200,21.255407
2010-12-02,29.746,30.302,29.746,25.610001,105600,21.661404
2010-12-03,29.959,30.29,29.947,25.620001,70900,21.669859
2010-12-06,30.077,30.207,30.018,25.51,128200,21.576813
2010-12-07,30.444,30.55,30.042,25.43,89800,21.50915
2010-12-08,30.03,30.03,29.486,24.959999,423800,21.111614
2010-12-09,29.723,29.723,29.474,25,23500,21.145449
2010-12-10,29.51,29.758,29.51,25.16,151900,21.280781
2010-12-13,29.959,30.077,29.841,25.32,65000,21.416109
2010-12-14,29.888,30.113,29.888,25.389999,47900,21.475319
2010-12-15,29.841,29.865,29.498,24.99,46900,21.136995
2010-12-16,29.616,29.723,29.403,25.049999,95500,21.187742
2010-12-17,29.191,29.238,29.039,24.93,85400,21.273932
2010-12-20,29.214,29.214,29.003,24.809999,32400,21.171528
2010-12-21,29.449,29.66,29.437,25.26,38100,21.555538
2010-12-22,29.566,29.671,29.543,25.280001,159300,21.572603
2010-12-23,29.437,29.742,29.226,25.26,55600,21.555538
2010-12-27,29.625,29.683,29.496,25.33,48700,21.615267
2010-12-28,29.718,29.718,29.566,25.309999,82000,21.598198
2010-12-29,29.73,29.941,29.73,25.540001,41000,21.79447
2010-12-30,30.14,30.234,29.976,25.75,91600,21.973673
2010-12-31,30.21,30.398,30.14,25.780001,74500,21.999277
2011-01-03,30.445,30.714,30.445,26.07,48200,22.246746
2011-01-04,30.609,30.773,30.445,26.26,76100,22.408884
2011-01-05,30.621,30.796,30.515,26.24,53300,22.391817
2011-01-06,30.562,30.562,30.339,26.02,194500,22.204079
2011-01-07,30.328,30.351,29.964,25.719999,73700,21.948076
2011-01-10,29.941,29.941,29.73,25.49,74900,21.751804
2011-01-11,30.21,30.292,30.105,25.77,238800,21.990742
2011-01-12,30.832,30.867,30.621,26.190001,390300,22.34915
2011-01-13,30.855,30.855,30.527,26.15,107100,22.315012
2011-01-14,30.585,30.597,30.445,26.049999,163900,22.229679
2011-01-18,30.468,30.667,30.398,25.959999,332300,22.152876
2011-01-19,30.609,30.609,30.234,25.799999,132900,22.016344
2011-01-20,30.152,30.152,29.707,25.49,117100,21.751804
2011-01-21,30.07,30.07,29.566,25.25,315500,21.546999
2011-01-24,29.625,29.789,29.601,25.389999,137400,21.666471
2011-01-25,29.589,29.601,29.308,25.190001,110700,21.4958
2011-01-26,29.695,29.894,29.578,25.49,111400,21.751804
2011-01-27,29.882,30.023,29.789,25.48,110900,21.743275
2011-01-28,29.835,29.835,28.968,24.780001,138500,21.145931
2011-01-31,29.367,29.671,29.308,25.32,184600,21.606733
2011-02-01,29.824,30.246,29.824,25.790001,77500,22.007813
2011-02-02,30.21,30.339,29.918,25.540001,144800,21.79447
2011-02-03,30.058,30.128,29.824,25.559999,165100,21.811543
2011-02-04,30.117,30.117,29.882,25.6,61100,21.845671
2011-02-07,29.859,30.011,29.648,25.530001,68900,21.785936
2011-02-08,29.882,30.082,29.871,25.66,86300,21.896875
2011-02-09,29.765,29.765,29.273,25.09,94900,21.410465
2011-02-10,28.992,29.144,28.793,24.809999,183800,21.171528
2011-02-11,28.945,29.46,28.945,25.110001,93800,21.427536
2011-02-14,29.273,29.437,29.144,25.01,87100,21.342197
2011-02-15,29.355,29.378,29.168,24.98,94700,21.316601
2011-02-16,29.496,29.789,29.449,25.41,89600,21.683535
2011-02-17,29.847,29.976,29.601,25.559999,135500,21.811543
2011-02-18,30.093,30.152,29.882,25.700001,110700,21.931009
2011-02-22,29.46,29.707,29.109,24.91,166800,21.256866
2011-02-23,29.296,29.355,28.957,24.870001,119200,21.222734
2011-02-24,29.273,29.332,28.992,24.950001,93700,21.290998
2011-02-25,29.531,29.671,29.425,25.32,79800,21.606733
2011-02-28,30.023,30.07,29.871,25.65,97700,21.888342
2011-03-01,29.953,30.164,29.73,25.379999,83400,21.657934
2011-03-02,29.8,30.152,29.8,25.690001,70700,21.922476
2011-03-03,30.292,30.667,30.292,26.16,53700,22.323547
2011-03-04,30.527,30.726,30.316,26.01,172600,22.195545
2011-03-07,30.585,30.75,30.14,25.84,63000,22.050476
2011-03-08,30.468,30.925,30.468,26.26,83200,22.408884
2011-03-09,30.796,30.796,30.585,26.26,51900,22.408884
2011-03-10,30.304,30.304,29.835,25.540001,415500,21.79447
2011-03-11,29.695,30.175,29.695,25.67,76000,21.905409
2011-03-14,29.894,30.339,29.894,25.889999,77600,22.09314
2011-03-15,29.203,29.847,29.132,25.4,74100,21.675005
2011-03-16,29.695,29.824,28.898,24.879999,87700,21.23126
2011-03-17,29.437,29.613,29.296,25.030001,96300,21.359266
2011-03-18,29.531,29.589,29.273,25.059999,170400,21.384865
2011-03-21,29.906,29.964,29.695,25.57,98000,21.82007
2011-03-22,29.859,29.953,29.8,25.51,36300,21.768869
2011-03-23,30,30.164,29.871,25.65,939900,21.888342
2011-03-24,30.234,30.363,30.117,25.860001,56000,22.067543
2011-03-25,30.339,30.375,30.152,25.73,49200,21.956606
2011-03-28,30.234,30.234,29.964,25.610001,43500,21.85421
2011-03-29,30.199,30.339,30.046,25.879999,103700,22.084608
2011-03-30,30.445,30.773,30.445,26.200001,52700,22.357683
2011-03-31,30.89,30.984,30.714,26.290001,98400,22.434483
2011-04-01,31.218,31.429,31.125,26.790001,63000,22.861158
2011-04-04,31.523,31.64,31.476,26.98,32400,23.023293
2011-04-05,31.558,31.816,31.441,27.049999,199900,23.083027
