"Date","VB.Open","VB.High","VB.Low","VB.Close","VB.Volume","VB.Adjusted"
2008-09-26,69.644,71.071,69.621,61.759998,186100,53.668846
2008-09-29,70.081,70.196,65.904,57.400002,220000,49.880062
2008-09-30,66.894,69.644,66.054,59.650002,355500,51.835281
2008-10-01,68.056,68.056,66.951,58.66,313800,50.974987
2008-10-02,67.423,67.423,63.833,55.759998,301100,48.454906
2008-10-03,64.857,65.881,62.222,54.209999,302700,47.107975
2008-10-06,60.749,60.852,56.721,52.18,565100,45.343925
2008-10-07,59.782,60.576,56.33,48.950001,337100,42.53709
2008-10-08,54.247,57.204,53.856,47.900002,370100,41.624645
2008-10-09,56.249,56.571,50.772,44.119999,356000,38.339859
2008-10-10,48.01,53.096,47.181,45.220001,516400,39.295742
2008-10-13,54.857,57.193,53.982,49.560001,515600,43.067169
2008-10-14,60.323,60.323,54.431,48.619999,563600,42.250317
2008-10-15,55.098,55.098,50.472,43.860001,418200,38.113918
2008-10-16,51.071,53.28,48.47,46.299999,329600,40.234253
2008-10-17,51.646,55.121,51.163,45.57,312300,39.599888
2008-10-20,53.499,54.937,52.889,47.540001,288500,41.311817
2008-10-21,54.189,54.776,53.085,46.360001,257700,40.2864
2008-10-22,51.899,52.371,49.218,44.09,431200,38.313786
2008-10-23,50.749,50.944,46.594,42.380001,268100,36.827812
2008-10-24,46.468,48.125,44.419,41,363300,35.62862
2008-10-27,46.456,47.572,44.811,38.939999,268400,33.838486
2008-10-28,46.053,48.815,44.258,41.91,396200,36.419388
2008-10-29,48.412,51.025,47.987,42.73,307800,37.131962
2008-10-30,50.633,51.543,49.885,44.75,285700,38.887314
2008-10-31,51.704,53.971,50.852,46.610001,702500,40.503639
2008-11-03,53.522,54.304,53.326,46.630001,628700,40.521027
2008-11-04,54.776,55.075,53.51,47.349998,423100,41.146709
2008-11-05,54.212,54.362,51.577,45.02,237900,39.121952
2008-11-06,51.485,51.784,49.529,43.110001,356500,37.462173
2008-11-07,50.07,50.875,49.264,43.91,296800,38.157364
2008-11-10,51.738,51.761,48.988,42.98,242300,37.349205
2008-11-11,48.884,49.621,47.826,42.07,395900,36.558426
2008-11-12,47.411,47.722,45.351,39.5,221000,34.325123
2008-11-13,45.708,49.137,43.303,42.700001,368600,37.105888
2008-11-14,48.044,48.654,45.674,39.900002,279500,34.672718
2008-11-17,45.455,46.571,45.087,39.32,286500,34.168705
2008-11-18,45.236,45.881,43.315,39.139999,217900,34.01228
2008-11-19,45.064,45.225,41.439,36.139999,475200,31.405315
2008-11-20,41.151,41.991,38.435,33.450001,468800,29.067732
2008-11-21,39.321,40.737,37.377,35.34,542400,30.710121
2008-11-24,41.174,43.994,40.76,37.860001,466200,32.899979
2008-11-25,44.362,44.408,42.751,38.59,9288100,33.53434
2008-11-26,43.637,46.997,43.073,40.84,761300,35.489571
2008-11-28,46.41,47.515,46.272,41.290001,109700,35.880615
2008-12-01,46.709,46.928,41.888,36.490002,324600,31.709463
2008-12-02,42.992,44.396,42.267,38.57,458100,33.516964
2008-12-03,43.43,45.8,43.2,39.669998,416300,34.472839
2008-12-04,44.926,46.399,43.269,38.400002,400400,33.36924
2008-12-05,43.579,46.122,42.348,40.009998,470800,34.768303
2008-12-08,47.193,48.355,46.986,41.759998,394800,36.289051
2008-12-09,47.618,49.16,46.33,40.599998,630300,35.281013
2008-12-10,47.354,48.332,46.893,41.529999,479200,36.089172
2008-12-11,47.388,47.918,45.006,39.610001,418800,34.420708
2008-12-12,44.35,47.066,44.005,40.84,504100,35.489571
2008-12-15,47.273,47.469,44.765,39.560001,378700,34.377254
2008-12-16,48.343,48.47,46.203,42.009998,589600,36.506294
2008-12-17,48.332,49.529,47.676,42.5,449900,36.932098
2008-12-18,49.022,49.483,47.4,41.860001,443500,36.375938
2008-12-19,48.884,49.701,48.182,42.290001,545300,36.749607
2008-12-22,48.723,48.735,46.18,41.259998,543900,35.854549
2008-12-23,47.803,48.113,46.548,40.720001,488300,35.385292
2008-12-24,44.952,45.234,44.446,40.080002,319800,35.610962
2008-12-26,45.571,45.853,44.93,40.740002,454700,36.197376
2008-12-29,45.594,45.774,44.288,40,612500,35.53989
2008-12-30,45.436,46.517,45.166,41.25,536900,36.650505
2008-12-31,46.472,48.363,46.404,42.470001,370300,37.734482
2009-01-02,48.104,49.117,47.496,43.419998,353500,38.578556
2009-01-05,48.892,49.139,47.834,43.349998,349000,38.516357
2009-01-06,49.319,50.276,48.97,44.25,470800,39.316006
2009-01-07,48.937,48.993,47.653,42.759998,331400,37.992146
2009-01-08,47.957,48.565,47.631,43.099998,358500,38.294231
2009-01-09,48.655,48.666,46.708,41.52,325000,36.890404
2009-01-12,46.731,46.776,45.144,40.360001,504400,35.859753
2009-01-13,45.346,46.157,45.076,40.790001,489800,36.241802
2009-01-14,45.054,45.256,43.827,39.099998,492500,34.740246
2009-01-15,44.018,45.155,42.544,39.669998,514100,35.246681
2009-01-16,45.571,45.943,43.771,40.119999,777800,35.646507
2009-01-20,44.727,44.885,42.161,37.48,963700,33.300873
2009-01-21,42.87,44.322,41.936,39.27,572400,34.891285
2009-01-22,43.208,44.029,42.206,38.209999,580500,33.949482
2009-01-23,41.925,43.872,41.733,38.43,750300,34.144951
2009-01-26,43.298,44.648,43.028,38.810001,596500,34.482578
2009-01-27,43.906,44.468,43.512,39.290001,305500,34.909065
2009-01-28,44.93,46.123,44.907,40.799999,390100,36.250683
2009-01-29,45.38,45.38,44.007,39.139999,329200,34.775791
2009-01-30,44.412,44.626,42.791,38.369999,378300,34.091637
2009-02-02,42.454,43.602,42.296,38.419998,316200,34.136059
2009-02-03,43.703,43.939,42.949,38.759998,317900,34.438148
2009-02-04,43.669,44.513,43.106,38.560001,389500,34.260456
2009-02-05,43.073,44.502,42.791,39.009998,397600,34.660278
2009-02-06,44.029,45.751,43.849,40.5,413500,35.984135
2009-02-09,45.448,45.763,44.919,40.369999,272400,35.868633
2009-02-10,45.099,45.706,43.185,38.5,545200,34.207146
2009-02-11,43.692,43.872,42.825,38.630001,427100,34.322651
2009-02-12,42.893,43.827,42.206,38.84,581700,34.509239
2009-02-13,43.703,44.209,43.185,38.369999,227400,34.091637
2009-02-17,41.632,42.082,41.373,36.900002,330100,32.785545
2009-02-18,41.88,41.891,40.642,36.369999,224700,32.314632
2009-02-19,41.283,41.497,40.124,35.720001,378000,31.737125
2009-02-20,39.392,40.169,38.751,35.299999,720600,31.363951
2009-02-23,39.831,40.068,38.132,34.060001,280600,30.262217
2009-02-24,38.526,39.955,38.267,35.310001,250300,31.372843
2009-02-25,39.46,39.831,38.357,34.59,304100,30.733116
2009-02-26,39.37,39.629,38.177,34.080002,134800,30.279985
2009-02-27,37.794,38.762,37.547,33.759998,288300,29.995661
2009-03-02,37.074,37.22,35.644,31.790001,487200,28.245327
2009-03-03,36.185,36.241,34.924,31.290001,333300,27.801079
2009-03-04,35.78,36.601,35.284,32,163300,28.431906
2009-03-05,35.374,35.712,34.024,30.389999,449000,27.001434
2009-03-06,34.373,34.902,33.27,30.41,466500,27.019203
2009-03-09,33.72,34.643,33.382,29.85,216000,26.521639
2009-03-10,34.395,35.96,34.193,31.799999,191800,28.254213
2009-03-11,36.14,36.939,35.678,31.969999,240700,28.405254
2009-03-12,35.802,38.267,35.476,33.84,141700,30.066751
2009-03-13,38.436,38.706,37.873,34.220001,198800,30.404383
2009-03-16,38.998,39.302,37.817,33.610001,356700,29.862396
2009-03-17,37.952,39.527,37.58,35.119999,434900,31.204027
2009-03-18,39.494,41.159,38.998,36.41,323400,32.350185
2009-03-19,41.565,41.643,40.394,36,468600,31.985905
2009-03-20,40.777,40.957,39.043,34.889999,215500,30.999674
2009-03-23,40.46,42.428,40.089,37.720001,276600,33.534298
2009-03-24,41.877,42.192,40.865,36.330002,748300,32.298546
2009-03-25,41.461,42.574,40.134,37.310001,376700,33.169804
2009-03-26,42.507,43.665,42.102,38.709999,331800,34.414444
2009-03-27,42.901,43.216,42.271,37.650002,381200,33.472073
2009-03-30,42.676,42.676,40.167,36.400002,212600,32.360783
2009-03-31,41.45,42.372,40.876,36.610001,160200,32.547478
2009-04-01,40.707,42.226,40.381,37.540001,264300,33.374271
2009-04-02,43.609,44.768,43.193,39.279999,217200,34.921188
2009-04-03,44.205,44.948,43.755,39.93,151400,35.499058
2009-04-06,44.385,44.532,43.542,39.369999,188400,35.001202
2009-04-07,43.553,43.778,42.631,38,194200,33.78323
2009-04-08,43.058,43.587,42.676,38.709999,183600,34.414444
2009-04-09,44.779,46.174,44.543,41.049999,191100,36.494785
2009-04-13,45.746,46.579,45.206,41.110001,274200,36.548122
2009-04-14,45.645,46.23,44.97,40.049999,664800,35.60574
2009-04-15,44.768,45.78,44.633,40.610001,327000,36.103611
2009-04-16,46.241,47.4,45.555,41.869999,373100,37.223778
2009-04-17,47.175,48.097,46.691,42.310001,1920100,37.61496
2009-04-20,46.702,46.961,44.993,40.080002,380200,35.632412
2009-04-21,44.847,46.725,44.644,41.540001,285500,36.930405
2009-04-22,45.983,48.03,45.78,41.59,451200,36.974857
2009-04-23,46.984,47.096,45.904,41.48,341300,36.87706
2009-04-24,47.141,48.412,46.759,42.549999,279600,37.82832
2009-04-27,47.22,48.019,46.669,42.009998,366300,37.348244
2009-04-28,46.747,48.052,46.534,42.029999,261400,37.366028
2009-04-29,47.962,49.616,47.794,43.560001,623000,38.726254
2009-04-30,49.919,50.392,48.862,43.439999,341300,38.619564
2009-05-01,48.997,49.627,48.705,43.77,175400,38.912941
2009-05-04,49.616,51.157,49.526,45.470001,304300,40.424305
2009-05-05,50.966,51.179,50.189,45.27,269800,40.246502
2009-05-06,51.607,51.753,50.223,45.57,473500,40.513206
2009-05-07,52.113,52.473,49.559,44.459999,723600,39.526382
2009-05-08,51.022,51.764,50.212,45.990002,475200,40.886593
2009-05-11,52.225,52.225,50.257,45.18,308200,40.166481
2009-05-12,50.999,51.382,49.098,44.400002,334400,39.473042
2009-05-13,49.121,49.245,47.49,42.299999,2555100,37.60606
2009-05-14,47.659,49.042,47.332,43.049999,343700,38.27285
2009-05-15,48.165,48.873,47.636,42.740002,241100,37.997242
2009-05-18,48.671,50.043,48.547,44.32,362800,39.401917
2009-05-19,49.863,50.561,49.38,44.459999,559600,39.526382
2009-05-20,50.448,51.348,49.503,44.189999,242500,39.286331
2009-05-21,48.997,49.346,48.142,43.580002,259000,38.74403
2009-05-22,49.245,49.312,48.457,43.290001,195500,38.48621
2009-05-26,48.097,50.673,48.063,45.049999,596600,40.050915
2009-05-27,50.392,50.954,49.616,44.200001,308700,39.295227
2009-05-28,50.066,50.381,48.761,44.369999,461400,39.446362
2009-05-29,50.122,51.618,49.807,45.889999,217200,40.797695
2009-06-01,51.978,53.035,51.775,46.869999,340500,41.668941
2009-06-02,52.653,53.463,52.36,47.34,460700,42.086788
2009-06-03,52.709,52.866,52.012,46.810001,258000,41.615608
2009-06-04,53.024,53.564,52.327,47.59,234700,42.309052
2009-06-05,54.126,54.194,53.091,47.59,419000,42.309052
2009-06-08,53.249,53.541,52.349,47.139999,195800,41.908989
2009-06-09,53.316,53.654,52.956,47.400002,212900,42.140137
2009-06-10,53.879,53.879,52.203,47.240002,292800,41.997894
2009-06-11,53.148,53.879,52.979,47.099998,323600,41.873425
2009-06-12,52.709,53.215,52.394,47.169998,154300,41.935654
2009-06-15,52.372,52.495,51.247,45.919998,257100,40.824371
2009-06-16,52.057,52.259,50.651,45.209999,284800,40.19315
2009-06-17,50.774,51.46,50.133,45.279999,236400,40.255383
2009-06-18,50.786,51.269,50.392,45.459999,283700,40.415413
2009-06-19,51.64,51.888,51.112,45.700001,109800,40.628773
2009-06-22,51.022,51.022,49.188,43.73,280700,38.87738
2009-06-23,49.638,49.863,48.885,43.599998,237500,38.76181
2009-06-24,49.537,50.291,49.402,44.060001,156800,39.170776
2009-06-25,49.177,51.112,49.177,45.439999,274800,40.397633
2009-06-26,50.774,51.708,50.617,45.66,222200,40.59322
2009-06-29,51.663,51.978,50.864,45.869999,235500,40.779907
2009-06-30,51.787,52.057,51.179,45.75,150800,40.673233
2009-07-01,51.865,52.641,51.787,46.669998,286900,41.491142
2009-07-02,51.517,51.528,50.381,45.189999,232300,40.175369
2009-07-06,50.167,50.302,49.188,44.509998,185300,39.570831
2009-07-07,49.942,49.976,48.817,43.400002,245900,38.584011
2009-07-08,49.087,49.233,47.76,43.119999,265300,38.335075
2009-07-09,48.783,48.975,48.311,43.169998,224000,38.379532
2009-07-10,48.187,48.817,47.917,43.25,135500,38.450649
2009-07-13,48.75,49.863,47.94,44.200001,157300,39.295227
2009-07-14,49.874,50.313,49.492,44.619999,153500,39.668621
2009-07-15,51.033,52.203,50.977,46.32,788700,41.179977
2009-07-16,51.967,53.001,51.809,46.950001,205900,41.74007
2009-07-17,52.866,52.866,52.372,46.740002,125600,41.553379
2009-07-20,52.866,53.496,52.81,47.439999,196100,42.17569
2009-07-21,53.699,53.868,52.529,47.279999,407300,42.033451
2009-07-22,53.024,53.901,52.923,47.709999,323300,42.41573
2009-07-23,53.665,55.51,53.598,49.060001,332000,43.615929
2009-07-24,54.936,55.566,54.599,49.349998,240100,43.873745
2009-07-27,55.566,55.982,55.195,49.639999,216600,44.131569
2009-07-28,55.622,56.005,55.094,49.549999,300300,44.051556
2009-07-29,55.431,55.78,55.24,49.279999,244200,43.811516
2009-07-30,56.308,57.073,56.095,50.119999,207300,44.558304
2009-07-31,56.32,57.04,56.252,50.119999,245100,44.558304
2009-08-03,56.871,57.523,56.522,51.139999,287100,45.465107
2009-08-04,57.208,58.277,57.163,51.689999,228200,45.954086
2009-08-05,58.221,58.221,57.175,51.389999,339600,45.68737
2009-08-06,58.052,58.266,56.848,50.810001,711700,45.171738
2009-08-07,57.827,59.053,57.534,51.93,1080100,46.16745
2009-08-10,58.254,58.817,57.973,51.849998,169400,46.096333
2009-08-11,58.243,58.356,57.265,51.099998,197600,45.429546
2009-08-12,57.478,59.019,57.478,51.810001,343000,46.06078
2009-08-13,58.772,58.997,57.951,52.380001,313300,46.56752
2009-08-14,58.749,58.862,57.197,51.439999,201300,45.731823
2009-08-17,56.646,56.736,55.915,49.860001,319900,44.327152
2009-08-18,56.365,57.085,56.185,50.540001,212400,44.931694
2009-08-19,56.241,57.534,56.061,51.029999,444100,45.367313
2009-08-20,57.31,58.221,57.073,51.68,641500,45.945187
2009-08-21,58.502,59.638,58.502,52.889999,217500,47.020924
2009-08-24,59.75,60.133,59.199,52.759998,196300,46.905342
2009-08-25,59.739,60.335,59.559,53.060001,285600,47.17205
2009-08-26,59.694,60.122,59.334,53.080002,166800,47.189846
2009-08-27,59.672,60.043,58.479,53.310001,212900,47.394318
2009-08-28,60.493,60.673,59.312,53.119999,213500,47.225395
2009-08-31,59.143,59.165,58.536,52.259998,1376800,46.460831
2009-09-01,58.491,59.784,57.186,51.049999,254600,45.385105
2009-09-02,57.141,57.501,56.893,50.82,239000,45.180618
2009-09-03,57.422,57.962,56.702,51.5,153300,45.785168
2009-09-04,57.894,58.794,57.456,52.220001,188300,46.42527
2009-09-08,59.39,59.638,58.839,52.810001,192500,46.949791
2009-09-09,59.503,60.74,59.267,53.689999,298100,47.732147
2009-09-10,60.515,61.393,60.099,54.549999,185200,48.496719
2009-09-11,61.359,61.843,60.943,54.560001,227300,48.505604
2009-09-14,60.796,62.034,60.729,55.060001,159400,48.95013
2009-09-15,62.09,62.832,61.854,55.73,204000,49.545773
2009-09-16,62.967,64.036,62.799,56.93,295100,50.61261
2009-09-17,64.002,64.677,63.372,56.59,304400,50.310341
2009-09-18,64.25,64.25,63.249,56.68,166100,50.39035
2009-09-21,63.327,64.002,63.159,56.709999,179100,50.417027
2009-09-22,64.261,64.463,63.833,57.16,216200,50.817085
2009-09-23,64.441,64.79,63.429,56.540001,229900,50.265896
2009-09-24,63.563,63.867,61.809,55.23,267300,49.10125
2009-09-25,61.921,62.349,61.449,54.84,206400,48.754532
2009-09-28,62.09,63.552,61.955,56.18,184600,49.945835
2009-09-29,63.417,63.946,63.035,56.27,184500,50.025845
2009-09-30,63.485,63.496,61.764,55.549999,268500,49.385746
2009-10-01,62.461,62.461,60.448,53.740002,455700,47.776596
2009-10-02,59.908,60.549,59.008,53.439999,376500,47.509884
2009-10-05,60.425,61.449,60.178,54.41,273300,48.372253
2009-10-06,61.82,62.742,61.651,55.41,370100,49.261288
2009-10-07,62.18,62.574,62.022,55.5,348900,49.34129
2009-10-08,62.956,63.563,62.596,56.009998,313900,49.794704
2009-10-09,63.102,63.732,62.956,56.580002,220800,50.301449
2009-10-12,64.07,64.306,63.406,56.689999,199300,50.399242
2009-10-13,63.608,63.755,62.889,56.439999,236900,50.176987
2009-10-14,64.407,64.79,63.867,57.48,276200,51.101582
2009-10-15,64.272,64.857,64.16,57.52,186400,51.137135
2009-10-16,64.216,64.34,63.474,56.880001,254400,50.568165
2009-10-19,64.227,64.857,63.732,57.400002,227600,51.03046
2009-10-20,64.632,64.632,63.316,56.66,200800,50.372574
2009-10-21,63.586,64.711,62.821,55.869999,327000,49.670242
2009-10-22,62.866,64.103,62.169,56.799999,212400,50.497032
2009-10-23,64.07,64.103,62.484,55.669998,418700,49.492424
2009-10-26,62.72,63.687,61.618,54.990002,326300,48.887886
2009-10-27,62.011,62.225,60.943,54.32,523200,48.29224
2009-10-28,60.909,61.021,58.738,52.389999,521700,46.576405
2009-10-29,59.447,60.594,59.402,53.610001,570800,47.661022
2009-10-30,60.054,60.077,58.187,52.02,630200,46.247463
2009-11-02,58.896,59.424,57.579,52.040001,977800,46.26524
2009-11-03,58.097,59.514,57.962,52.900002,905400,47.029812
2009-11-04,59.93,60.189,58.772,52.25,698400,46.451946
2009-11-05,59.525,60.571,59.255,53.799999,617300,47.829941
2009-11-06,59.919,61.021,59.705,53.830002,279800,47.856613
2009-11-09,61.078,61.888,61.033,54.970001,307200,48.87011
2009-11-10,61.719,62.157,61.1,54.75,404300,48.674515
2009-11-11,62.191,62.619,61.618,55.18,3150800,49.056801
2009-11-12,62.045,62.472,60.841,54.169998,3053200,48.158886
2009-11-13,61.235,61.798,60.526,54.740002,2058700,48.665627
2009-11-16,62.022,63.361,61.955,56.029999,2178700,49.812481
2009-11-17,62.821,63.136,62.45,56.009998,3861800,49.794704
2009-11-18,63.001,63.08,62.326,55.849998,3376400,49.652462
2009-11-19,62.124,62.292,60.886,54.5,776100,48.452263
2009-11-20,60.898,61.348,60.673,54.310001,379500,48.283348
2009-11-23,62.022,62.765,61.629,55.139999,411700,49.021236
2009-11-24,61.977,62.09,61.01,54.82,449500,48.736759
2009-11-25,62.079,62.146,61.663,54.990002,306800,48.887886
2009-11-27,59.852,61.19,59.39,53.73,184600,47.767712
2009-11-30,60.29,60.594,59.435,53.73,388400,47.767712
2009-12-01,61.19,61.741,60.976,54.700001,304800,48.630077
2009-12-02,61.55,62.596,61.494,55.27,297500,49.136818
2009-12-03,62.349,62.832,61.393,54.619999,470400,48.558964
2009-12-04,62.754,63.294,61.696,55.810001,418300,49.616894
2009-12-07,62.877,63.226,62.529,55.880001,256600,49.679127
2009-12-08,62.416,62.832,61.741,55.5,167000,49.34129
2009-12-09,62.416,62.517,61.764,55.400002,204600,49.252384
2009-12-10,62.641,62.911,61.977,55.349998,197800,49.207935
2009-12-11,62.54,62.855,62.101,55.849998,215600,49.652462
2009-12-14,63.339,63.732,62.652,56.66,265100,50.372574
2009-12-15,63.541,64.036,63.372,56.580002,249000,50.301449
2009-12-16,64.148,64.306,63.687,56.939999,326400,50.621498
2009-12-17,63.597,63.811,62.945,56.25,279200,50.008072
2009-12-18,63.732,63.788,62.979,56.709999,284800,50.417027
2009-12-21,64.283,64.711,64.205,57.459999,282400,51.083801
2009-12-22,64.823,65.296,64.632,58.029999,263300,51.590549
2009-12-23,65.678,66.038,65.251,58.709999,429200,52.195091
2009-12-24,64.71,64.854,64.643,58.259998,182300,52.363159
2009-12-28,65.01,65.099,64.498,58.169998,253200,52.282269
2009-12-29,64.932,65.021,64.665,58.139999,207400,52.255302
2009-12-30,64.443,64.832,64.164,58.09,238200,52.210365
2009-12-31,64.699,64.899,63.808,57.349998,229700,51.545269
2010-01-04,64.71,65.299,64.521,58.599998,353900,52.668739
2010-01-05,65.244,65.533,64.899,58.779999,395900,52.830532
2010-01-06,65.322,65.655,65.277,58.82,363800,52.866474
2010-01-07,65.355,65.911,64.877,59.099998,202900,53.118134
2010-01-08,65.711,66.245,65.511,59.540001,469700,53.513611
2010-01-11,66.545,66.646,65.8,59.34,359600,53.333851
2010-01-12,65.611,65.744,64.877,58.610001,179700,52.677734
2010-01-13,65.422,66.1,64.888,59.34,296200,53.333851
2010-01-14,65.711,66.345,65.711,59.509998,226300,53.486633
2010-01-15,66.29,66.323,64.91,58.700001,328900,52.758629
2010-01-19,65.522,66.39,65.522,59.650002,189100,53.612473
2010-01-20,65.967,65.967,64.843,58.98,206000,53.010288
2010-01-21,65.667,66.1,64.342,58.009998,211100,52.138458
2010-01-22,64.409,64.632,63.03,56.799999,301100,51.050938
2010-01-25,63.642,63.686,62.907,56.950001,329000,51.185753
2010-01-26,63.052,63.653,62.74,56.560001,269400,50.835239
2010-01-27,62.696,63.43,62.262,56.98,245000,51.212719
2010-01-28,63.553,63.564,61.795,56.060001,257800,50.38583
2010-01-29,62.729,63.33,61.528,55.419998,310600,49.810616
2010-02-01,61.884,62.596,61.85,56.259998,200400,50.56559
2010-02-02,62.718,63.452,62.407,57.029999,150900,51.257656
2010-02-03,63.107,63.43,62.551,56.619999,3936900,50.889153
2010-02-04,62.484,62.484,60.715,54.68,296800,49.145519
2010-02-05,60.849,60.949,59.525,54.779999,462600,49.23539
2010-02-08,60.771,61.338,60.326,54.310001,136100,48.812962
2010-02-09,61.094,61.617,60.493,54.990002,253800,49.424149
2010-02-10,61.083,61.55,60.471,55.099998,151200,49.522995
2010-02-11,61.238,62.318,60.715,56.009998,192900,50.340897
2010-02-12,61.739,62.807,61.416,56.450001,222900,50.736362
2010-02-16,63.452,63.886,62.896,57.41,176400,51.59919
2010-02-17,64.198,64.409,63.875,57.82,143800,51.967697
2010-02-18,64.342,64.877,64.231,58.299999,329800,52.39912
2010-02-19,64.587,65.266,64.576,58.439999,319500,52.52494
2010-02-22,65.322,65.388,64.977,58.549999,159000,52.623806
2010-02-23,64.977,65.077,64.098,57.759998,160600,51.913773
2010-02-24,64.532,65.032,64.309,58.299999,133900,52.39912
2010-02-25,63.931,64.943,63.753,58.330002,136800,52.426079
2010-02-26,65.01,65.01,64.309,58.09,199300,52.210365
2010-03-01,65.21,66.167,65.199,59.34,5228500,53.333851
2010-03-02,66.345,66.979,66.278,59.990002,369900,53.918064
2010-03-03,66.868,67.358,66.634,60.060001,4368200,53.980976
2010-03-04,66.935,67.191,66.69,60.32,213600,54.214657
2010-03-05,67.525,68.437,67.424,61.490002,293000,55.266239
2010-03-08,68.426,68.704,68.315,61.630001,501300,55.392063
2010-03-09,68.348,69.227,68.348,61.869999,309800,55.607777
2010-03-10,68.882,69.583,68.837,62.34,299500,56.030197
2010-03-11,68.971,69.583,68.704,62.529999,260100,56.200977
2010-03-12,69.828,69.928,69.127,62.57,304000,56.236919
2010-03-15,69.516,69.65,68.849,62.369999,164100,56.057171
2010-03-16,69.65,70.084,69.305,62.990002,177500,56.614414
2010-03-17,70.25,70.84,70.161,63.360001,333700,56.946957
2010-03-18,70.506,70.762,70.173,63.23,198600,56.830124
2010-03-19,69.449,70.495,69.205,62.419998,268100,56.102108
2010-03-22,68.86,70.484,68.804,63.27,235700,56.86607
2010-03-23,70.463,71.186,70.14,63.98,301000,57.51239
2010-03-24,70.83,71.019,70.407,63.330002,254800,56.928108
2010-03-25,70.975,71.386,69.973,62.900002,552700,56.541569
2010-03-26,70.263,70.674,69.695,62.93,234100,56.568539
2010-03-29,70.274,70.507,70.04,63.27,227000,56.874172
2010-03-30,70.463,70.83,70.051,63.41,252000,57.000011
2010-03-31,70.285,70.919,70.018,62.990002,281800,56.622467
2010-04-01,70.641,70.908,70.051,63.549999,253400,57.125858
2010-04-05,70.964,72.043,70.774,64.760002,362300,58.213539
2010-04-06,71.776,72.543,71.631,65.139999,468600,58.555119
2010-04-07,72.365,72.521,71.72,64.879997,311900,58.321404
2010-04-08,71.887,72.388,71.364,64.830002,214600,58.27647
2010-04-09,72.265,72.666,71.854,65.309998,181100,58.707954
2010-04-12,72.777,73.066,72.554,65.589996,198000,58.959633
2010-04-13,72.799,73.155,72.421,65.760002,222200,59.112453
2010-04-14,73.489,74.624,73.467,67.019997,2474600,60.245083
2010-04-15,74.646,75.013,74.557,67.290001,2078500,60.487793
2010-04-16,74.657,74.879,73.244,66.360001,4329100,59.651791
2010-04-19,73.444,74.012,72.432,66,365900,59.328186
2010-04-20,73.811,74.535,73.578,66.989998,217700,60.218109
2010-04-21,74.624,75.013,74.334,67.400002,266600,60.586666
2010-04-22,74.09,75.847,73.767,68.129997,125200,61.242886
2010-04-23,75.836,76.637,75.514,68.870003,216800,61.908077
2010-04-26,76.659,77.004,76.225,68.559998,836700,61.629406
2010-04-27,76.003,76.47,74.234,66.900002,403700,60.137211
2010-04-28,74.913,75.035,74.19,67.029999,354300,60.254078
2010-04-29,75.158,76.047,74.757,68.339996,1077000,61.431656
2010-04-30,76.059,76.17,73.912,66.510002,472400,59.78664
2010-05-03,74.379,75.514,74.345,67.879997,313500,61.018131
2010-05-04,74.357,74.401,72.755,65.790001,373500,59.139416
2010-05-05,72.51,73.144,71.453,64.800003,498800,58.2495
2010-05-06,71.542,72.343,27.811,62.32,920800,56.020199
2010-05-07,68.65,69.718,66.658,60.759998,1415100,54.617889
2010-05-10,71.086,71.286,70.129,64.080002,749600,57.60228
2010-05-11,70.441,72.621,70.185,64.370003,382800,57.862972
2010-05-12,71.987,73.678,71.909,66.150002,492100,59.463032
2010-05-13,73.478,74.056,72.577,65.459999,547700,58.84277
2010-05-14,72.31,72.421,70.552,64.169998,593700,57.683178
2010-05-17,71.753,72.276,69.473,64.160004,722300,57.674191
2010-05-18,72.343,72.488,69.862,63.139999,618200,56.757309
2010-05-19,69.751,70.552,68.26,62.290001,676500,55.993225
2010-05-20,67.504,67.771,65.857,59.23,959100,53.24255
2010-05-21,64.767,67.47,64.445,60.27,1399900,54.177437
2010-05-24,66.859,67.348,66.102,59.490002,527400,53.476288
2010-05-25,64.545,66.135,63.421,59.369999,1140700,53.368412
2010-05-26,66.458,67.86,65.969,59.540001,512600,53.521221
2010-05-27,67.882,69.017,67.337,61.970001,423600,55.705582
2010-05-28,68.772,69.084,67.726,61.349998,257000,55.148251
2010-06-01,67.437,68.36,66.091,59.450001,225100,53.440323
2010-06-02,66.491,67.971,65.98,61.099998,302700,54.923519
2010-06-03,68.093,68.906,67.793,61.799999,274100,55.552769
2010-06-04,66.881,67.593,65.279,58.830002,318500,52.883003
2010-06-07,65.802,65.991,63.844,57.439999,244100,51.633503
2010-06-08,63.988,64.5,62.631,57.419998,558700,51.61552
2010-06-09,64.422,65.524,63.655,57.529999,491500,51.714413
2010-06-10,65.123,66.191,64.923,59.5,297700,53.48526
2010-06-11,65.435,67.07,65.335,60.25,242800,54.159447
2010-06-14,67.804,68.65,67.292,60.619999,338000,54.492046
2010-06-15,68.038,69.284,67.793,62.119999,257700,55.840416
2010-06-16,68.583,69.495,68.427,61.91,665100,55.651642
2010-06-17,69.173,69.362,68.071,61.880001,209300,55.624668
2010-06-18,68.972,69.339,68.505,61.93,173600,55.669621
2010-06-21,69.873,70.007,67.86,61.34,400900,55.139267
2010-06-22,68.572,69.095,66.758,60.09,276000,54.015621
2010-06-23,66.747,67.248,65.813,59.900002,299300,53.844826
2010-06-24,66.08,66.536,65.379,58.880001,219000,52.927952
