"Date","VEA.Open","VEA.High","VEA.Low","VEA.Close","VEA.Volume","VEA.Adjusted"
2009-04-20,31.543,31.825,30.875,24.08,693600,18.764585
2009-04-21,30.593,31.671,30.58,24.610001,115500,19.177593
2009-04-22,31.171,31.953,31.068,24.450001,990100,19.05291
2009-04-23,31.838,32.223,31.543,25.08,762300,19.543842
2009-04-24,32.672,32.967,32.492,25.49,891400,19.863342
2009-04-27,32.159,32.711,32.082,25.16,869900,19.606186
2009-04-28,31.735,32.313,31.62,24.98,566900,19.465918
2009-04-29,32.595,33.211,32.492,25.67,939500,20.003607
2009-04-30,33.326,33.583,32.865,25.73,1008800,20.050365
2009-05-01,33.147,33.48,32.993,26.09,840500,20.330894
2009-05-04,34.25,34.764,33.686,27.059999,973100,21.086779
2009-05-05,34.674,34.725,34.25,26.690001,527800,20.798456
2009-05-06,35.162,35.38,34.674,27.51,1139600,21.437449
2009-05-07,35.688,35.688,34.52,27.1,919300,21.117952
2009-05-08,35.547,36.304,35.328,28.209999,573800,21.982931
2009-05-11,35.521,35.572,35.213,27.57,907700,21.4842
2009-05-12,35.79,35.944,35.213,27.799999,648900,21.663437
2009-05-13,34.892,34.918,34.366,26.85,694900,20.923134
2009-05-14,34.43,35.097,34.392,27.17,1671300,21.172499
2009-05-15,34.879,35.174,34.392,26.85,2771800,20.923134
2009-05-18,35.367,35.893,35.162,27.91,916500,21.749151
2009-05-19,35.957,36.291,35.88,28.09,2622400,21.889414
2009-05-20,36.381,36.855,36.227,28.290001,638900,22.045271
2009-05-21,35.855,36.086,35.649,28.02,978500,21.834869
2009-05-22,36.265,36.432,36.047,28.24,460900,22.006306
2009-05-26,36.252,37.035,35.701,28.74,543200,22.395939
2009-05-27,36.984,36.984,36.137,28.27,2082700,22.029682
2009-05-28,36.509,36.676,35.957,28.469999,815400,22.185537
2009-05-29,37.009,37.33,36.753,29.09,596500,22.66868
2009-06-01,38.062,38.511,37.959,29.790001,686600,23.214161
2009-06-02,37.998,38.601,37.998,30.07,700200,23.432348
2009-06-03,37.792,37.792,36.997,29.209999,1449800,22.76219
2009-06-04,37.446,37.69,37.202,29.32,443800,22.847906
2009-06-05,37.754,37.754,36.932,28.99,906100,22.590754
2009-06-08,36.727,37.24,36.406,28.82,643300,22.458279
2009-06-09,37.151,37.561,37.009,29.110001,647800,22.684261
2009-06-10,38.036,38.036,37.074,29.219999,599800,22.769979
2009-06-11,37.805,38.575,37.805,29.709999,599900,23.151815
2009-06-12,37.844,38.049,37.587,29.58,815600,23.05052
2009-06-15,37.24,37.24,36.368,28.59,828500,22.279053
2009-06-16,36.907,36.945,36.214,28.27,492200,22.029682
2009-06-17,36.227,36.573,35.829,28.299999,856500,22.053059
2009-06-18,36.175,36.637,36.06,28.33,718400,22.076443
2009-06-19,36.804,36.971,36.637,28.68,596700,22.349176
2009-06-22,36.458,36.47,35.547,27.76,1146600,21.632261
2009-06-23,36.175,36.329,35.778,28.219999,615500,21.990719
2009-06-24,36.701,36.907,36.034,28.08,762000,21.881624
2009-06-25,35.983,36.945,35.932,28.780001,720800,22.427109
2009-06-26,36.984,37.074,36.65,28.780001,676200,22.427109
2009-06-29,37.086,37.356,36.868,28.879999,495400,22.50503
2009-06-30,37.24,37.305,36.573,28.559999,1296600,22.255665
2009-07-01,37.407,37.792,37.317,29.24,3855600,22.785564
2009-07-02,36.766,37.035,36.265,28.35,1562800,22.092024
2009-07-06,35.932,36.483,35.867,28.389999,714200,22.123201
2009-07-07,36.214,36.278,35.482,27.690001,892500,21.577715
2009-07-08,35.649,35.688,34.956,27.540001,631800,21.460827
2009-07-09,35.919,36.06,35.559,28.1,870700,21.897213
2009-07-10,35.303,35.521,35.072,27.549999,524200,21.468616
2009-07-13,35.572,36.098,35.239,28.049999,440100,21.858248
2009-07-14,36.227,36.329,35.893,28.120001,385900,21.912794
2009-07-15,37.009,37.497,36.932,28.969999,793600,22.575165
2009-07-16,37.459,37.908,37.317,29.440001,536600,22.941422
2009-07-17,37.6,37.805,37.433,29.4,895000,22.91025
2009-07-20,38.254,38.472,38.023,29.91,633100,23.307671
2009-07-21,38.87,38.896,38.216,30.059999,788000,23.424557
2009-07-22,38.383,38.909,38.293,30.17,509700,23.510277
2009-07-23,38.703,39.602,38.652,30.610001,1103400,23.853153
2009-07-24,39.371,39.615,39.088,30.870001,566500,24.055761
2009-07-27,39.422,39.704,39.191,30.879999,510300,24.063553
2009-07-28,39.396,39.563,39.037,30.780001,1095700,23.985624
2009-07-29,39.409,39.473,38.947,30.42,1232600,23.705095
2009-07-30,40.038,40.256,39.73,31.139999,386400,24.266163
2009-07-31,40.179,40.731,39.987,31.58,720900,24.609034
2009-08-03,41.27,41.642,40.128,32.43,798800,25.271404
2009-08-04,41.167,41.565,41.026,32.389999,1077400,25.240236
2009-08-05,41.244,41.424,40.692,32.279999,873100,25.154514
2009-08-06,41.36,41.398,40.68,32.060001,520200,24.983084
2009-08-07,41.193,41.27,40.911,31.99,532600,24.92853
2009-08-10,40.834,40.936,40.526,31.76,576600,24.749302
2009-08-11,40.59,40.603,40.243,31.540001,509900,24.577866
2009-08-12,40.384,41.257,40.384,31.940001,507500,24.889566
2009-08-13,41.488,41.681,41.193,32.450001,1127100,25.286993
2009-08-14,41.745,41.745,40.949,32.169998,694500,25.068796
2009-08-17,40.051,40.064,39.781,31.110001,490200,24.242788
2009-08-18,40.23,40.744,40.128,31.629999,513800,24.648001
2009-08-19,40.141,41.065,40.038,31.879999,345100,24.842812
2009-08-20,41,41.475,40.898,32.209999,698000,25.099968
2009-08-21,41.924,42.284,41.835,32.84,519500,25.5909
2009-08-24,42.361,42.515,42.053,32.830002,571200,25.583105
2009-08-25,42.528,42.861,42.438,33.119999,538600,25.809093
2009-08-26,42.22,42.322,41.924,32.959999,664200,25.684412
2009-08-27,42.207,42.771,41.809,33.220001,453000,25.887018
2009-08-28,43.079,43.105,42.515,33.240002,598800,25.902603
2009-08-31,42.322,43.978,42.066,33,457200,25.715582
2009-09-01,41.989,42.476,41.18,32.200001,2280100,25.092178
2009-09-02,41.154,41.527,41.013,32.240002,485500,25.123348
2009-09-03,41.758,41.77,41.283,32.490002,1102400,25.318163
2009-09-04,41.642,42.309,41.437,32.889999,444100,25.629866
2009-09-08,43.054,43.246,42.823,33.52,1055100,26.120796
2009-09-09,43.349,43.695,43.22,33.950001,2298900,26.455885
2009-09-10,43.528,44.042,43.208,34.220001,1076300,26.666285
2009-09-11,44.504,44.504,43.67,34.110001,842300,26.580564
2009-09-14,43.374,43.913,43.272,34.200001,816800,26.650702
2009-09-15,43.747,44.08,43.439,34.110001,723400,26.580564
2009-09-16,44.414,44.94,44.286,35.009998,3050200,27.281898
2009-09-17,44.619,44.914,44.388,34.799999,3352800,27.11825
2009-09-18,44.914,44.914,44.504,34.860001,1323900,27.165007
2009-09-21,43.939,44.324,43.824,34.48,482500,26.868887
2009-09-22,44.953,44.953,44.632,34.919998,710000,27.21176
2009-09-23,45.094,45.235,44.388,34.740002,1287200,27.071501
2009-09-24,44.76,44.812,43.554,34.150002,1084700,26.611736
2009-09-25,43.811,44.042,43.541,34.150002,719100,26.611736
2009-09-28,43.772,44.44,43.721,34.450001,1370300,26.845518
2009-09-29,44.042,44.196,43.747,34.259998,653800,26.697454
2009-09-30,44.209,44.35,43.593,34.299999,1009500,26.728621
2009-10-01,43.734,43.785,42.771,33.330002,4047900,25.972744
2009-10-02,42.232,42.694,42.143,33.029999,1572300,25.738966
2009-10-05,42.412,43.131,42.335,33.5,750900,26.105215
2009-10-06,43.477,44.016,43.426,34.049999,2307000,26.533806
2009-10-07,43.721,43.849,43.49,34.169998,553200,26.627321
2009-10-08,44.44,44.786,44.144,34.700001,888300,27.040327
2009-10-09,44.375,44.452,44.17,34.560001,784000,26.931234
2009-10-12,44.85,44.953,44.529,34.759998,379000,27.08708
2009-10-13,44.632,44.683,44.273,34.75,481300,27.079288
2009-10-14,45.492,45.697,45.261,35.59,471000,27.733868
2009-10-15,45.453,45.851,45.312,35.720001,454300,27.835178
2009-10-16,45.107,45.287,44.85,35.18,729100,27.414373
2009-10-19,45.518,46.005,45.402,35.759998,373200,27.866346
2009-10-20,46.031,46.044,45.299,35.560001,713600,27.710491
2009-10-21,45.569,46.21,45.466,35.43,2083600,27.609192
2009-10-22,45.453,46.057,45.081,35.790001,528600,27.889715
2009-10-23,45.787,45.903,44.979,35.200001,667700,27.429953
2009-10-26,45.325,45.659,44.324,34.639999,577500,26.993565
2009-10-27,44.581,44.722,44.08,34.459999,776800,26.853302
2009-10-28,43.785,43.913,42.951,33.540001,560400,26.136387
2009-10-29,43.503,44.504,43.503,34.560001,653000,26.931234
2009-10-30,44.119,44.196,42.771,33.349998,4095500,25.988321
2009-11-02,43.195,43.798,42.733,33.700001,1076900,26.261068
2009-11-03,42.425,43.131,42.399,33.580002,1286300,26.167553
2009-11-04,43.567,43.939,43.426,34.07,850000,26.549395
2009-11-05,44.016,44.324,43.836,34.380001,477500,26.790966
2009-11-06,43.772,44.298,43.682,34.459999,584900,26.853302
2009-11-09,45.043,45.479,44.94,35.380001,1097100,27.570225
2009-11-10,45.03,45.312,44.889,35.279999,1059700,27.492294
2009-11-11,45.595,45.736,45.171,35.369999,500400,27.562435
2009-11-12,45.235,45.428,44.606,34.82,638700,27.133839
2009-11-13,44.966,45.453,44.722,35.34,742300,27.539055
2009-11-16,45.749,46.326,45.672,35.889999,1021700,27.967646
2009-11-17,45.607,45.941,45.312,35.630001,987000,27.765043
2009-11-18,45.787,45.787,45.325,35.540001,472800,27.694906
2009-11-19,44.953,45.12,44.388,34.790001,1222500,27.110464
2009-11-20,44.209,44.529,44.132,34.610001,2961200,26.970196
2009-11-23,45.466,45.582,45.12,35.25,758600,27.468918
2009-11-24,45.235,45.351,44.748,35.060001,789100,27.320862
2009-11-25,45.222,45.697,45.222,35.610001,564600,27.749454
2009-11-27,43.721,44.658,43.67,34.52,383500,26.900064
2009-11-30,44.401,44.76,44.093,34.720001,1428000,27.055916
2009-12-01,45.441,45.877,45.325,35.650002,653100,27.78063
2009-12-02,45.749,46.044,45.607,35.689999,997700,27.81179
2009-12-03,46.095,46.326,45.607,35.619999,1004500,27.757248
2009-12-04,46.133,46.313,45.248,35.490002,972600,27.655949
2009-12-07,45.312,45.684,45.21,35.279999,901900,27.492294
2009-12-08,44.735,44.85,44.363,34.68,666300,27.024746
2009-12-09,44.427,44.606,43.99,34.759998,642400,27.08708
2009-12-10,44.812,44.837,44.452,34.740002,665700,27.071501
2009-12-11,44.76,44.786,44.491,34.790001,751500,27.110464
2009-12-14,44.953,45.068,44.773,35.060001,812000,27.320862
2009-12-15,44.529,44.748,44.44,34.720001,871000,27.055916
2009-12-16,44.991,45.287,44.889,35.110001,1005000,27.359823
2009-12-17,44.311,44.324,43.862,34.259998,1050600,26.697454
2009-12-18,44.093,44.273,43.618,34.299999,1056200,26.728621
2009-12-21,44.067,44.427,44.067,34.48,737100,26.868887
2009-12-22,44.388,44.581,44.26,34.68,955400,27.024746
2009-12-23,44.76,44.927,44.568,35.009998,864900,27.281898
2009-12-24,43.027,43.14,42.976,34.360001,525000,27.399113
2009-12-28,43.29,43.29,43.114,34.5,789800,27.510756
2009-12-29,43.541,43.553,43.127,34.509998,1272500,27.518726
2009-12-30,42.939,43.252,42.851,34.490002,1453100,27.502785
2009-12-31,43.39,43.516,42.839,34.200001,902000,27.271534
2010-01-04,44.118,44.13,43.741,35.119999,2165800,28.005156
2010-01-05,44.093,44.231,43.842,35.139999,881800,28.021099
2010-01-06,43.942,44.18,43.904,35.150002,2264900,28.029074
2010-01-07,43.879,43.992,43.629,35.080002,811700,27.973257
2010-01-08,44.08,44.494,43.942,35.459999,710000,28.276268
2010-01-11,44.807,44.845,44.531,35.68,813900,28.451704
2010-01-12,44.243,44.419,44.055,35.27,658500,28.124763
2010-01-13,44.444,44.707,44.105,35.599998,674100,28.387907
2010-01-14,44.607,44.945,44.519,35.799999,2226300,28.547392
2010-01-15,44.607,44.619,43.955,35.220001,764900,28.08489
2010-01-19,44.067,44.707,43.992,35.610001,514600,28.395884
2010-01-20,43.792,43.792,43.064,34.700001,916300,27.670242
2010-01-21,43.466,43.516,42.287,33.98,1492100,27.0961
2010-01-22,42.412,42.613,41.647,33.220001,1406400,26.490065
2010-01-25,42.412,42.588,42.136,33.709999,744200,26.880802
2010-01-26,41.923,42.362,41.785,33.529999,1246800,26.737268
2010-01-27,41.785,41.986,41.409,33.459999,735100,26.681442
2010-01-28,41.973,41.986,40.957,32.91,990700,26.242872
2010-01-29,41.334,41.547,40.556,32.34,1481000,25.788336
2010-02-01,41.233,41.421,41.158,32.959999,2295000,26.282734
2010-02-02,41.685,42.136,41.497,33.599998,799700,26.793085
2010-02-03,41.735,41.923,41.421,33.09,879600,26.386402
2010-02-04,40.882,40.932,39.879,31.799999,1747700,25.357742
2010-02-05,39.653,39.791,38.663,31.52,1681300,25.134462
2010-02-08,39.377,39.816,39.089,31.24,939300,24.911192
2010-02-09,40.004,40.694,39.616,32.169998,1529900,25.652786
2010-02-10,40.142,40.268,39.666,31.969999,1048500,25.493299
2010-02-11,39.891,40.519,39.616,32.240002,697700,25.708605
2010-02-12,39.741,40.33,39.528,32.16,786200,25.644808
2010-02-16,40.368,41.045,40.092,32.669998,753200,26.051489
2010-02-17,41.12,41.208,40.845,32.709999,1256000,26.083385
2010-02-18,40.882,41.396,40.845,33.009998,1493700,26.322605
2010-02-19,40.656,41.108,40.544,32.709999,919500,26.083385
2010-02-22,41.296,41.309,40.995,32.759998,635700,26.123251
2010-02-23,40.945,41.02,40.406,32.389999,1400600,25.828213
2010-02-24,40.644,40.995,40.481,32.490002,541600,25.907955
2010-02-25,40.017,40.594,39.854,32.360001,944900,25.804295
2010-02-26,40.506,40.945,40.23,32.580002,828100,25.979723
2010-03-01,40.97,41.221,40.769,32.82,574500,26.171103
2010-03-02,41.472,41.697,41.258,33.060001,1060800,26.362484
2010-03-03,41.773,42.186,41.697,33.529999,775300,26.737268
2010-03-04,41.998,42.048,41.61,33.360001,845200,26.601702
2010-03-05,42.111,43.328,42.036,34.110001,939700,27.199768
2010-03-08,42.813,42.813,42.487,34.02,719300,27.128002
2010-03-09,42.312,42.713,42.186,33.919998,829400,27.048252
2010-03-10,42.6,42.901,42.487,34.139999,635400,27.223682
2010-03-11,42.701,42.951,42.5,34.25,707000,27.311405
2010-03-12,43.252,43.265,42.964,34.41,1371800,27.438984
2010-03-15,42.851,42.914,42.538,34.200001,731100,27.271534
2010-03-16,43.039,43.453,42.914,34.599998,2640600,27.590498
2010-03-17,43.603,43.817,43.503,34.799999,1089700,27.749979
2010-03-18,43.491,43.528,43.102,34.59,803000,27.582521
2010-03-19,42.926,43.34,42.701,34.23,3199500,27.295456
2010-03-22,42.362,43.052,42.299,34.299999,1212900,27.351276
2010-03-23,43.013,43.351,42.837,34.580002,1893700,27.583393
2010-03-24,42.612,42.737,42.436,33.959999,760800,27.088833
2010-03-25,42.988,43.101,42.549,34,782600,27.120745
2010-03-26,42.913,43.138,42.699,34.209999,2484300,27.28826
2010-03-29,43.126,43.351,43.076,34.560001,647700,27.567444
2010-03-30,43.439,43.59,43.151,34.59,843600,27.59137
2010-03-31,43.238,43.514,43.076,34.619999,641000,27.615299
2010-04-01,43.853,44.053,43.752,35.130001,5545900,28.022114
2010-04-05,44.066,44.191,43.928,35.080002,3538400,27.982231
2010-04-06,43.59,44.028,43.527,35.119999,1032200,28.014132
2010-04-07,43.715,43.815,43.477,34.759998,907100,27.726974
2010-04-08,43.201,43.665,43.076,34.790001,512100,27.750908
2010-04-09,43.752,44.317,43.752,35.299999,2322400,28.157713
2010-04-12,44.329,44.542,44.317,35.439999,747100,28.269392
2010-04-13,44.48,44.492,44.053,35.400002,476100,28.237476
2010-04-14,44.73,45.006,44.567,35.849998,665000,28.59643
2010-04-15,44.668,45.006,44.605,35.880001,812100,28.620363
2010-04-16,44.567,44.73,43.752,35.040001,1077700,27.950315
2010-04-19,43.502,43.878,43.314,34.970001,538600,27.894485
2010-04-20,44.229,44.254,44.028,35.240002,512600,28.109858
2010-04-21,43.941,44.028,43.615,34.970001,965300,27.894485
2010-04-22,43.101,43.489,42.875,34.630001,698500,27.62328
2010-04-23,43.276,43.74,43.138,34.860001,1395000,27.806738
2010-04-26,43.79,43.953,43.715,34.93,1404400,27.862579
2010-04-27,43.126,43.464,41.972,33.549999,4184500,26.761795
2010-04-28,42.373,42.474,41.646,33.52,1939000,26.737862
2010-04-29,42.536,42.837,42.449,34.099998,1094100,27.200506
2010-04-30,42.775,42.787,42.11,33.66,1583800,26.849537
2010-05-03,42.311,42.612,42.173,33.84,1021600,26.99312
2010-05-04,41.345,41.371,40.618,32.5,1481000,25.924242
2010-05-05,39.829,40.43,39.766,31.940001,1871600,25.477551
2010-05-06,39.703,39.966,33.824,30.43,2733300,24.273067
2010-05-07,38.7,38.951,37.359,30.360001,3775100,24.21723
2010-05-10,40.581,40.869,40.155,32.330002,2894100,25.788639
2010-05-11,39.628,40.531,39.528,31.91,8357700,25.453617
2010-05-12,40.38,40.618,40.23,32.220001,2552600,25.700897
2010-05-13,40.167,40.418,39.854,31.83,2144800,25.389803
2010-05-14,39.427,39.49,38.437,30.950001,1608400,24.687859
2010-05-17,38.938,39.076,37.91,30.870001,3641500,24.624044
2010-05-18,39.127,39.214,37.71,30.200001,1437200,24.089603
2010-05-19,37.823,38.224,37.434,30.41,2361500,24.257114
2010-05-20,36.945,37.396,36.368,29.030001,2292400,23.156328
2010-05-21,36.406,37.735,36.318,29.969999,2222300,23.906137
2010-05-24,37.121,37.409,36.719,29.299999,1346800,23.371698
2010-05-25,35.616,36.657,35.491,29.24,2889100,23.323839
2010-05-26,36.745,36.97,35.942,28.77,1782200,22.948933
2010-05-27,37.396,38.086,37.146,30.379999,1401500,24.233181
2010-05-28,37.898,37.986,37.208,29.780001,1105400,23.754581
2010-06-01,37.071,37.923,36.908,29.440001,2028000,23.483374
2010-06-02,37.146,38.036,36.945,30.34,1032700,24.201277
2010-06-03,38.224,38.249,37.585,30.18,2029500,24.073652
2010-06-04,37.008,37.158,36.13,28.950001,14135200,23.092518
2010-06-07,36.494,36.632,35.742,28.52,3519900,22.749517
2010-06-08,35.905,36.394,35.666,28.98,2864400,23.116442
2010-06-09,36.582,36.958,36.043,28.9,1225900,23.052631
2010-06-10,37.334,37.798,37.183,30.120001,1523700,24.025789
2010-06-11,37.346,37.86,37.296,30.190001,1377100,24.081627
2010-06-14,38.362,38.6,38.023,30.360001,1451400,24.21723
2010-06-15,38.713,39.315,38.575,31.32,1020200,24.982994
2010-06-16,38.851,39.277,38.725,31.24,768600,24.91918
2010-06-17,39.277,39.315,38.851,31.280001,1107700,24.951084
2010-06-18,39.152,39.365,39.051,31.24,607200,24.91918
2010-06-21,39.816,39.854,39.051,31.27,789100,24.943111
2010-06-22,39.302,39.427,38.6,30.870001,881900,24.624044
2010-06-23,39.039,39.202,38.487,31.049999,1111300,24.76762
2010-06-24,38.65,38.738,38.161,30.51,962300,24.336882
2010-06-25,38.287,38.587,37.948,30.690001,876500,24.480459
2010-06-28,38.349,38.675,38.111,30.459999,834700,24.296995
2010-06-29,37.522,37.522,36.72,29.360001,1578700,23.419556
2010-06-30,36.882,37.284,36.619,29.24,1068000,23.323839
2010-07-01,37.071,37.183,36.531,29.58,6058100,23.595051
2010-07-02,37.321,37.472,36.782,29.52,1073100,23.547192
2010-07-06,38.161,38.387,37.559,30.1,2068100,24.009834
2010-07-07,37.998,39.039,37.973,31.07,1324600,24.783575
2010-07-08,39.127,39.402,38.863,31.43,857800,25.070738
2010-07-09,39.039,39.427,38.964,31.450001,778400,25.086691
2010-07-12,39.089,39.34,39.001,31.360001,926400,25.014898
2010-07-13,39.791,40.054,39.678,31.91,797100,25.453617
2010-07-14,39.891,40.154,39.703,31.950001,1190200,25.485525
2010-07-15,40.18,40.38,39.691,32.16,1043300,25.65303
2010-07-16,39.854,39.854,38.964,31.120001,1013900,24.823465
2010-07-19,39.415,39.452,38.926,31.35,659000,25.006922
2010-07-20,38.725,39.603,38.663,31.530001,811500,25.150505
2010-07-21,39.553,39.615,38.725,30.969999,1098100,24.703806
2010-07-22,39.803,40.292,39.778,32.040001,953600,25.557318
2010-07-23,40.067,40.618,39.979,32.389999,2056800,25.836496
2010-07-26,40.38,40.919,40.317,32.639999,952000,26.035915
2010-07-27,41.195,41.195,40.731,32.740002,879700,26.115688
2010-07-28,40.944,41.032,40.694,32.529999,649400,25.948172
2010-07-29,41.345,41.546,40.643,32.68,757200,26.067825
2010-07-30,40.493,41.12,40.48,32.650002,1200700,26.043894
2010-08-02,41.797,42.323,41.709,33.720001,922900,26.897398
2010-08-03,42.06,42.311,41.859,33.66,1392600,26.849537
2010-08-04,42.148,42.311,41.897,33.630001,659800,26.825605
2010-08-05,42.073,42.21,41.847,33.66,594500,26.849537
2010-08-06,41.96,42.348,41.822,33.759998,597400,26.929312
2010-08-09,42.461,42.524,42.286,33.849998,1076400,27.001091
2010-08-10,41.684,42.273,41.446,33.610001,951100,26.809658
2010-08-11,40.756,40.756,40.117,32.040001,1338100,25.557318
2010-08-12,39.866,40.242,39.829,32.02,1082900,25.541361
2010-08-13,40.142,40.355,39.979,31.889999,530200,25.437668
2010-08-16,40.004,40.48,39.916,32.130001,5e+05,25.629105
2010-08-17,40.781,40.982,40.543,32.509998,965300,25.932217
2010-08-18,40.831,41.032,40.593,32.529999,970300,25.948172
2010-08-19,40.769,40.882,39.891,32.099998,2869100,25.605175
2010-08-20,39.741,39.803,39.49,31.709999,849900,25.294083
2010-08-23,39.966,40.167,39.641,31.66,998400,25.254198
2010-08-24,39.127,39.34,38.813,31.17,2530800,24.863342
2010-08-25,38.738,39.214,38.562,31.18,1279000,24.871321
2010-08-26,39.365,39.578,38.976,31.17,1274500,24.863342
2010-08-27,39.59,39.954,39.039,31.809999,1437400,25.373848
2010-08-30,39.603,39.791,39.315,31.389999,2082400,25.038832
2010-08-31,39.277,39.703,39.152,31.48,1178700,25.110615
2010-09-01,40.468,40.982,40.343,32.59,1428300,25.996033
2010-09-02,40.794,41.082,40.719,32.759998,697200,26.131638
2010-09-03,41.358,41.609,41.17,33.07,1260500,26.378912
2010-09-07,41.182,41.182,40.844,32.650002,1114200,26.043894
2010-09-08,41.132,41.471,41.132,32.880001,1016500,26.227356
2010-09-09,41.822,41.872,41.371,33.169998,809200,26.458677
2010-09-10,41.596,41.747,41.534,33.259998,575400,26.530466
2010-09-13,42.298,42.461,42.223,33.869999,1711600,27.01705
2010-09-14,42.273,42.875,42.16,34.080002,677400,27.184559
2010-09-15,42.399,42.775,42.261,34.119999,761000,27.216469
2010-09-16,42.436,42.587,42.298,33.93,1233200,27.064913
2010-09-17,42.524,42.587,42.123,33.68,1866400,26.86549
2010-09-20,42.511,43.088,42.399,34.32,798400,27.376005
2010-09-21,43.063,43.364,42.649,34.32,3330800,27.376005
2010-09-22,43.201,43.401,42.85,34.290001,991300,27.35207
2010-09-23,42.461,42.913,42.399,33.91,857000,27.048952
2010-09-24,43.351,43.778,43.301,34.849998,742400,27.798765
2010-09-27,43.702,43.715,43.439,34.689999,790000,27.671137
2010-09-28,43.539,43.828,43.101,34.900002,1111200,27.838652
2010-09-29,43.702,43.865,43.502,34.830002,856300,27.782814
2010-09-30,43.915,44.003,43.088,34.52,1569200,27.535538
2010-10-01,43.778,43.84,43.389,34.91,4292300,27.846628
2010-10-04,43.427,43.552,42.975,34.450001,1096200,27.4797
2010-10-05,43.941,44.505,43.828,35.400002,1450700,28.237476
2010-10-06,44.618,44.768,44.48,35.66,785000,28.444872
2010-10-07,45.081,45.081,44.379,35.599998,878200,28.397009
2010-10-08,44.718,44.981,44.542,35.82,1010500,28.572502
2010-10-11,44.994,45.019,44.705,35.77,730200,28.532623
2010-10-12,44.517,44.843,44.166,35.700001,842500,28.476784
2010-10-13,45.132,45.483,45.044,36.099998,695800,28.795847
2010-10-14,45.57,45.708,45.307,36.34,1231400,28.987291
2010-10-15,45.696,45.733,45.106,36.279999,1349400,28.93943
2010-10-18,45.357,45.758,45.207,36.5,894100,29.114914
2010-10-19,44.73,44.969,44.292,35.509998,1187500,28.325224
2010-10-20,44.818,45.508,44.743,36.200001,851000,28.875618
2010-10-21,45.445,45.683,44.843,36.009998,892800,28.724058
2010-10-22,45.32,45.382,45.106,36.09,646800,28.787882
2010-10-25,45.708,45.859,45.395,36.23,662300,28.899548
2010-10-26,44.931,45.132,44.793,35.970001,778300,28.692152
2010-10-27,44.668,44.806,44.254,35.619999,675500,28.412971
2010-10-28,45.119,45.144,44.793,35.91,595500,28.6443
2010-10-29,44.969,45.106,44.818,35.919998,583200,28.652269
2010-11-01,45.056,45.244,44.567,35.77,1282000,28.532623
2010-11-02,45.533,45.683,45.42,36.349998,656700,28.99526
2010-11-03,45.683,45.946,45.182,36.639999,2839400,29.226593
2010-11-04,46.824,47.012,46.699,37.470001,1804100,29.888666
2010-11-05,46.749,46.949,46.548,37.310001,1008900,29.761028
2010-11-08,46.46,46.598,46.222,37.119999,716900,29.609474
2010-11-09,46.799,46.899,45.834,36.720001,1358300,29.290411
2010-11-10,46.197,46.297,45.558,36.84,1048100,29.386124
2010-11-11,45.721,45.834,45.508,36.549999,778800,29.154804
2010-11-12,45.658,45.884,45.169,36.209999,812400,28.883595
2010-11-15,45.708,45.758,45.407,36.27,1407400,28.931454
2010-11-16,45.056,45.069,44.129,35.360001,1700000,28.205576
2010-11-17,44.505,44.793,44.442,35.57,774000,28.373085
2010-11-18,45.533,45.746,45.495,36.450001,674300,29.075039
2010-11-19,45.357,45.733,45.132,36.470001,1104300,29.09099
2010-11-22,45.144,45.395,44.705,36.080002,741400,28.779898
2010-11-23,44.266,44.354,43.765,34.970001,793200,27.894485
2010-11-24,44.229,44.555,44.229,35.529999,826200,28.341181
2010-11-26,43.727,44.028,43.727,34.990002,561900,27.910439
2010-11-29,43.564,43.564,42.913,34.619999,1324000,27.615299
2010-11-30,42.637,43.138,42.624,34.16,1300500,27.248373
2010-12-01,43.74,44.204,43.677,35.18,1965000,28.061995
2010-12-02,44.078,45.031,44.041,35.919998,876500,28.652269
2010-12-03,45.019,45.445,44.969,36.209999,1137600,28.883595
2010-12-06,45.044,45.282,44.931,36.02,605800,28.732035
2010-12-07,45.783,45.871,45.207,36.09,1139100,28.787882
2010-12-08,45.294,45.533,45.019,36.209999,1028800,28.883595
2010-12-09,45.533,45.533,45.182,36.25,876600,28.915501
2010-12-10,45.432,45.633,45.257,36.369999,1121300,29.011221
2010-12-13,45.959,46.322,45.859,36.759998,1111400,29.322313
2010-12-14,46.109,46.448,46.059,36.84,643000,29.386124
2010-12-15,45.771,45.997,45.395,36.349998,1729600,28.99526
2010-12-16,45.558,45.821,45.382,36.5,944100,29.114914
2010-12-17,45.57,45.57,45.257,36.32,1125000,28.971336
2010-12-20,45.758,45.758,45.42,36.400002,1660800,29.035154
2010-12-21,46.034,46.059,45.934,36.66,1928900,29.242542
2010-12-22,43.833,43.906,43.735,35.889999,1239700,29.337362
2010-12-23,43.796,43.906,43.735,35.84,2040600,29.296494
2010-12-27,43.613,43.796,43.502,35.799999,1030200,29.2638
2010-12-28,44.016,44.016,43.698,35.790001,1758900,29.255627
2010-12-29,44.114,44.322,44.029,36.110001,987100,29.517199
2010-12-30,44.114,44.163,43.796,35.970001,1966900,29.402756
2010-12-31,44.016,44.469,43.955,36.150002,1668500,29.549902
2011-01-03,44.555,44.701,44.457,36.439999,1142300,29.786947
2011-01-04,44.799,44.799,44.224,36.330002,1552000,29.697033
2011-01-05,43.821,44.273,43.784,36.130001,1307200,29.533548
